20,770,0,2499999990,368243959027.185913,
21,771,0,2499999990,367596666412.377319,
22,847,0,2499999990,368243852212.713440,
23,848,0,2499999990,367596666405.148865,
24,924,0,2499999990,368243959079.610779,
25,925,0,2499999990,367596666446.949524,
26,1001,0,2499999990,368244122580.314636,
27,1002,0,2499999990,355316479092.903625,
28,1078,0,2499999990,368243880123.360596,
29,1079,0,2499999990,367596666415.412354,
30,1155,0,2499999990,368243959069.019836,
31,1156,0,2499999990,367596666339.132568,
32,1232,0,2499999990,368243854882.454041,
33,1233,0,2499999990,367596666362.883057,
34,1309,0,2499999990,368243959755.855652,
35,1310,0,2499999990,367596666366.058289,
36,1386,0,2499999990,368244122590.874146,
37,1387,0,2499999990,355316479106.308838,
38,1463,0,2499999990,368244109608.785706,
39,1464,0,2499999990,355316479047.450623,
