<source_id>,<source_type>,<dest_id>,<dest_type>,<link_type>,<link_traffic>,<link_saturation>,<stalled_chunks>
181,R,82,R,G,0,0.000000,0
181,R,90,R,G,0,0.000000,0
181,R,98,R,G,0,0.000000,0
181,R,106,R,G,0,0.000000,0
181,R,724,T,CN,0,0.000000,0
181,R,725,T,CN,0,0.000000,0
181,R,726,T,CN,0,0.000000,0
181,R,727,T,CN,0,0.000000,0
182,R,176,R,L,0,0.000000,0
182,R,177,R,L,0,0.000000,0
182,R,178,R,L,0,0.000000,0
182,R,179,R,L,0,0.000000,0
182,R,180,R,L,0,0.000000,0
182,R,181,R,L,0,0.000000,0
182,R,183,R,L,0,0.000000,0
182,R,113,R,G,0,0.000000,0
182,R,121,R,G,0,0.000000,0
182,R,129,R,G,0,0.000000,0
182,R,137,R,G,0,0.000000,0
182,R,728,T,CN,0,0.000000,0
182,R,729,T,CN,0,0.000000,0
182,R,730,T,CN,0,0.000000,0
182,R,731,T,CN,0,0.000000,0
183,R,176,R,L,0,0.000000,0
183,R,177,R,L,0,0.000000,0
183,R,178,R,L,0,0.000000,0
183,R,179,R,L,0,0.000000,0
183,R,180,R,L,0,0.000000,0
183,R,181,R,L,0,0.000000,0
183,R,182,R,L,0,0.000000,0
183,R,144,R,G,0,0.000000,0
183,R,152,R,G,0,0.000000,0
183,R,160,R,G,0,0.000000,0
183,R,168,R,G,0,0.000000,0
183,R,732,T,CN,0,0.000000,0
183,R,733,T,CN,0,0.000000,0
183,R,734,T,CN,0,0.000000,0
183,R,735,T,CN,0,0.000000,0
736,T,184,R,CN,0,0.000000,0
737,T,184,R,CN,0,0.000000,0
738,T,184,R,CN,0,0.000000,0
739,T,184,R,CN,0,0.000000,0
740,T,185,R,CN,0,0.000000,0
741,T,185,R,CN,0,0.000000,0
742,T,185,R,CN,0,0.000000,0
743,T,185,R,CN,0,0.000000,0
744,T,186,R,CN,0,0.000000,0
745,T,186,R,CN,0,0.000000,0
746,T,186,R,CN,0,0.000000,0
747,T,186,R,CN,0,0.000000,0
748,T,187,R,CN,0,0.000000,0
749,T,187,R,CN,0,0.000000,0
750,T,187,R,CN,0,0.000000,0
751,T,187,R,CN,0,0.000000,0
752,T,188,R,CN,0,0.000000,0
753,T,188,R,CN,0,0.000000,0
754,T,188,R,CN,0,0.000000,0
755,T,188,R,CN,0,0.000000,0
756,T,189,R,CN,0,0.000000,0
757,T,189,R,CN,0,0.000000,0
758,T,189,R,CN,0,0.000000,0
759,T,189,R,CN,0,0.000000,0
760,T,190,R,CN,0,0.000000,0
761,T,190,R,CN,0,0.000000,0
762,T,190,R,CN,0,0.000000,0
763,T,190,R,CN,0,0.000000,0
764,T,191,R,CN,0,0.000000,0
765,T,191,R,CN,0,0.000000,0
766,T,191,R,CN,0,0.000000,0
767,T,191,R,CN,0,0.000000,0
184,R,185,R,L,0,0.000000,0
184,R,186,R,L,0,0.000000,0
184,R,187,R,L,0,0.000000,0
184,R,188,R,L,0,0.000000,0
184,R,189,R,L,0,0.000000,0
184,R,190,R,L,0,0.000000,0
184,R,191,R,L,0,0.000000,0
184,R,199,R,G,0,0.000000,0
184,R,207,R,G,0,0.000000,0
184,R,215,R,G,0,0.000000,0
184,R,223,R,G,0,0.000000,0
184,R,736,T,CN,0,0.000000,0
184,R,737,T,CN,0,0.000000,0
184,R,738,T,CN,0,0.000000,0
184,R,739,T,CN,0,0.000000,0
185,R,184,R,L,0,0.000000,0
185,R,186,R,L,0,0.000000,0
185,R,187,R,L,0,0.000000,0
185,R,188,R,L,0,0.000000,0
185,R,189,R,L,0,0.000000,0
185,R,190,R,L,0,0.000000,0
185,R,191,R,L,0,0.000000,0
185,R,230,R,G,0,0.000000,0
185,R,238,R,G,0,0.000000,0
185,R,246,R,G,0,0.000000,0
185,R,254,R,G,0,0.000000,0
185,R,740,T,CN,0,0.000000,0
185,R,741,T,CN,0,0.000000,0
185,R,742,T,CN,0,0.000000,0
185,R,743,T,CN,0,0.000000,0
186,R,184,R,L,0,0.000000,0
186,R,185,R,L,0,0.000000,0
186,R,187,R,L,0,0.000000,0
186,R,188,R,L,0,0.000000,0
186,R,189,R,L,0,0.000000,0
186,R,190,R,L,0,0.000000,0
186,R,191,R,L,0,0.000000,0
186,R,5,R,G,0,0.000000,0
186,R,13,R,G,0,0.000000,0
186,R,21,R,G,0,0.000000,0
186,R,261,R,G,0,0.000000,0
186,R,744,T,CN,0,0.000000,0
186,R,745,T,CN,0,0.000000,0
186,R,746,T,CN,0,0.000000,0
186,R,747,T,CN,0,0.000000,0
187,R,184,R,L,0,0.000000,0
187,R,185,R,L,0,0.000000,0
187,R,186,R,L,0,0.000000,0
187,R,188,R,L,0,0.000000,0
187,R,189,R,L,0,0.000000,0
187,R,190,R,L,0,0.000000,0
187,R,191,R,L,0,0.000000,0
187,R,28,R,G,0,0.000000,0
187,R,36,R,G,0,0.000000,0
187,R,44,R,G,0,0.000000,0
187,R,52,R,G,0,0.000000,0
187,R,748,T,CN,0,0.000000,0
187,R,749,T,CN,0,0.000000,0
187,R,750,T,CN,0,0.000000,0
187,R,751,T,CN,0,0.000000,0
188,R,184,R,L,0,0.000000,0
188,R,185,R,L,0,0.000000,0
188,R,186,R,L,0,0.000000,0
188,R,187,R,L,0,0.000000,0
188,R,189,R,L,0,0.000000,0
188,R,190,R,L,0,0.000000,0
188,R,191,R,L,0,0.000000,0
188,R,59,R,G,0,0.000000,0
188,R,67,R,G,0,0.000000,0
188,R,75,R,G,0,0.000000,0
188,R,83,R,G,0,0.000000,0
188,R,752,T,CN,0,0.000000,0
188,R,753,T,CN,0,0.000000,0
188,R,754,T,CN,0,0.000000,0
188,R,755,T,CN,0,0.000000,0
189,R,184,R,L,0,0.000000,0
189,R,185,R,L,0,0.000000,0
189,R,186,R,L,0,0.000000,0
189,R,187,R,L,0,0.000000,0
189,R,188,R,L,0,0.000000,0
189,R,190,R,L,0,0.000000,0
189,R,191,R,L,0,0.000000,0
189,R,90,R,G,0,0.000000,0
189,R,98,R,G,0,0.000000,0
189,R,106,R,G,0,0.000000,0
189,R,114,R,G,0,0.000000,0
189,R,756,T,CN,0,0.000000,0
189,R,757,T,CN,0,0.000000,0
189,R,758,T,CN,0,0.000000,0
189,R,759,T,CN,0,0.000000,0
190,R,184,R,L,0,0.000000,0
190,R,185,R,L,0,0.000000,0
190,R,186,R,L,0,0.000000,0
190,R,187,R,L,0,0.000000,0
190,R,188,R,L,0,0.000000,0
190,R,189,R,L,0,0.000000,0
190,R,191,R,L,0,0.000000,0
190,R,121,R,G,0,0.000000,0
190,R,129,R,G,0,0.000000,0
190,R,137,R,G,0,0.000000,0
190,R,145,R,G,0,0.000000,0
190,R,760,T,CN,0,0.000000,0
190,R,761,T,CN,0,0.000000,0
190,R,762,T,CN,0,0.000000,0
190,R,763,T,CN,0,0.000000,0
191,R,184,R,L,0,0.000000,0
191,R,185,R,L,0,0.000000,0
191,R,186,R,L,0,0.000000,0
191,R,187,R,L,0,0.000000,0
191,R,188,R,L,0,0.000000,0
191,R,189,R,L,0,0.000000,0
191,R,190,R,L,0,0.000000,0
191,R,152,R,G,0,0.000000,0
191,R,160,R,G,0,0.000000,0
191,R,168,R,G,0,0.000000,0
191,R,176,R,G,0,0.000000,0
191,R,764,T,CN,0,0.000000,0
191,R,765,T,CN,0,0.000000,0
191,R,766,T,CN,0,0.000000,0
191,R,767,T,CN,0,0.000000,0
768,T,192,R,CN,0,0.000000,0
769,T,192,R,CN,0,0.000000,0
770,T,192,R,CN,0,0.000000,0
771,T,192,R,CN,0,0.000000,0
772,T,193,R,CN,0,0.000000,0
773,T,193,R,CN,0,0.000000,0
774,T,193,R,CN,0,0.000000,0
775,T,193,R,CN,0,0.000000,0
776,T,194,R,CN,0,0.000000,0
777,T,194,R,CN,0,0.000000,0
778,T,194,R,CN,0,0.000000,0
779,T,194,R,CN,0,0.000000,0
780,T,195,R,CN,0,0.000000,0
781,T,195,R,CN,0,0.000000,0
782,T,195,R,CN,0,0.000000,0
783,T,195,R,CN,0,0.000000,0
784,T,196,R,CN,0,0.000000,0
785,T,196,R,CN,0,0.000000,0
786,T,196,R,CN,0,0.000000,0
787,T,196,R,CN,0,0.000000,0
788,T,197,R,CN,0,0.000000,0
789,T,197,R,CN,0,0.000000,0
790,T,197,R,CN,0,0.000000,0
791,T,197,R,CN,0,0.000000,0
792,T,198,R,CN,0,0.000000,0
793,T,198,R,CN,0,0.000000,0
794,T,198,R,CN,0,0.000000,0
795,T,198,R,CN,0,0.000000,0
796,T,199,R,CN,0,0.000000,0
797,T,199,R,CN,0,0.000000,0
798,T,199,R,CN,0,0.000000,0
799,T,199,R,CN,0,0.000000,0
192,R,193,R,L,0,0.000000,0
192,R,194,R,L,0,0.000000,0
192,R,195,R,L,0,0.000000,0
192,R,196,R,L,0,0.000000,0
192,R,197,R,L,0,0.000000,0
192,R,198,R,L,0,0.000000,0
192,R,199,R,L,0,0.000000,0
192,R,207,R,G,0,0.000000,0
192,R,215,R,G,0,0.000000,0
192,R,223,R,G,0,0.000000,0
192,R,231,R,G,0,0.000000,0
192,R,768,T,CN,0,0.000000,0
192,R,769,T,CN,0,0.000000,0
192,R,770,T,CN,0,0.000000,0
192,R,771,T,CN,0,0.000000,0
193,R,192,R,L,0,0.000000,0
193,R,194,R,L,0,0.000000,0
193,R,195,R,L,0,0.000000,0
193,R,196,R,L,0,0.000000,0
193,R,197,R,L,0,0.000000,0
193,R,198,R,L,0,0.000000,0
193,R,199,R,L,0,0.000000,0
193,R,238,R,G,0,0.000000,0
193,R,246,R,G,0,0.000000,0
193,R,254,R,G,0,0.000000,0
193,R,262,R,G,0,0.000000,0
193,R,772,T,CN,0,0.000000,0
193,R,773,T,CN,0,0.000000,0
193,R,774,T,CN,0,0.000000,0
193,R,775,T,CN,0,0.000000,0
194,R,192,R,L,0,0.000000,0
194,R,193,R,L,0,0.000000,0
194,R,195,R,L,0,0.000000,0
194,R,196,R,L,0,0.000000,0
194,R,197,R,L,0,0.000000,0
194,R,198,R,L,0,0.000000,0
194,R,199,R,L,0,0.000000,0
194,R,5,R,G,0,0.000000,0
194,R,13,R,G,0,0.000000,0
194,R,21,R,G,0,0.000000,0
194,R,29,R,G,0,0.000000,0
194,R,776,T,CN,0,0.000000,0
194,R,777,T,CN,0,0.000000,0
194,R,778,T,CN,0,0.000000,0
194,R,779,T,CN,0,0.000000,0
195,R,192,R,L,0,0.000000,0
195,R,193,R,L,0,0.000000,0
195,R,194,R,L,0,0.000000,0
195,R,196,R,L,0,0.000000,0
195,R,197,R,L,0,0.000000,0
195,R,198,R,L,0,0.000000,0
195,R,199,R,L,0,0.000000,0
195,R,36,R,G,0,0.000000,0
195,R,44,R,G,0,0.000000,0
195,R,52,R,G,0,0.000000,0
195,R,60,R,G,0,0.000000,0
195,R,780,T,CN,0,0.000000,0
195,R,781,T,CN,0,0.000000,0
195,R,782,T,CN,0,0.000000,0
195,R,783,T,CN,0,0.000000,0
196,R,192,R,L,0,0.000000,0
196,R,193,R,L,0,0.000000,0
196,R,194,R,L,0,0.000000,0
196,R,195,R,L,0,0.000000,0
196,R,197,R,L,0,0.000000,0
196,R,198,R,L,0,0.000000,0
196,R,199,R,L,0,0.000000,0
196,R,67,R,G,0,0.000000,0
196,R,75,R,G,0,0.000000,0
196,R,83,R,G,0,0.000000,0
196,R,91,R,G,0,0.000000,0
196,R,784,T,CN,0,0.000000,0
196,R,785,T,CN,0,0.000000,0
196,R,786,T,CN,0,0.000000,0
196,R,787,T,CN,0,0.000000,0
197,R,192,R,L,0,0.000000,0
197,R,193,R,L,0,0.000000,0
197,R,194,R,L,0,0.000000,0
197,R,195,R,L,0,0.000000,0
197,R,196,R,L,0,0.000000,0
197,R,198,R,L,0,0.000000,0
197,R,199,R,L,0,0.000000,0
197,R,98,R,G,0,0.000000,0
197,R,106,R,G,0,0.000000,0
197,R,114,R,G,0,0.000000,0
197,R,122,R,G,0,0.000000,0
197,R,788,T,CN,0,0.000000,0
197,R,789,T,CN,0,0.000000,0
197,R,790,T,CN,0,0.000000,0
197,R,791,T,CN,0,0.000000,0
198,R,192,R,L,0,0.000000,0
198,R,193,R,L,0,0.000000,0
198,R,194,R,L,0,0.000000,0
198,R,195,R,L,0,0.000000,0
198,R,196,R,L,0,0.000000,0
198,R,197,R,L,0,0.000000,0
198,R,199,R,L,0,0.000000,0
198,R,129,R,G,0,0.000000,0
198,R,137,R,G,0,0.000000,0
198,R,145,R,G,0,0.000000,0
198,R,153,R,G,0,0.000000,0
198,R,792,T,CN,0,0.000000,0
198,R,793,T,CN,0,0.000000,0
198,R,794,T,CN,0,0.000000,0
198,R,795,T,CN,0,0.000000,0
199,R,192,R,L,0,0.000000,0
199,R,193,R,L,0,0.000000,0
199,R,194,R,L,0,0.000000,0
199,R,195,R,L,0,0.000000,0
199,R,196,R,L,0,0.000000,0
199,R,197,R,L,0,0.000000,0
199,R,198,R,L,0,0.000000,0
199,R,160,R,G,0,0.000000,0
199,R,168,R,G,0,0.000000,0
199,R,176,R,G,0,0.000000,0
199,R,184,R,G,0,0.000000,0
199,R,796,T,CN,0,0.000000,0
199,R,797,T,CN,0,0.000000,0
199,R,798,T,CN,0,0.000000,0
199,R,799,T,CN,0,0.000000,0
800,T,200,R,CN,0,0.000000,0
801,T,200,R,CN,0,0.000000,0
802,T,200,R,CN,0,0.000000,0
803,T,200,R,CN,0,0.000000,0
804,T,201,R,CN,0,0.000000,0
805,T,201,R,CN,0,0.000000,0
806,T,201,R,CN,0,0.000000,0
807,T,201,R,CN,0,0.000000,0
808,T,202,R,CN,0,0.000000,0
809,T,202,R,CN,0,0.000000,0
810,T,202,R,CN,0,0.000000,0
811,T,202,R,CN,0,0.000000,0
812,T,203,R,CN,0,0.000000,0
813,T,203,R,CN,0,0.000000,0
814,T,203,R,CN,0,0.000000,0
815,T,203,R,CN,0,0.000000,0
816,T,204,R,CN,0,0.000000,0
817,T,204,R,CN,0,0.000000,0
818,T,204,R,CN,0,0.000000,0
819,T,204,R,CN,0,0.000000,0
820,T,205,R,CN,0,0.000000,0
821,T,205,R,CN,0,0.000000,0
822,T,205,R,CN,0,0.000000,0
823,T,205,R,CN,0,0.000000,0
824,T,206,R,CN,0,0.000000,0
825,T,206,R,CN,0,0.000000,0
826,T,206,R,CN,0,0.000000,0
827,T,206,R,CN,0,0.000000,0
828,T,207,R,CN,0,0.000000,0
829,T,207,R,CN,0,0.000000,0
830,T,207,R,CN,0,0.000000,0
831,T,207,R,CN,0,0.000000,0
200,R,201,R,L,0,0.000000,0
200,R,202,R,L,0,0.000000,0
200,R,203,R,L,0,0.000000,0
200,R,204,R,L,0,0.000000,0
200,R,205,R,L,0,0.000000,0
200,R,206,R,L,0,0.000000,0
200,R,207,R,L,0,0.000000,0
200,R,215,R,G,0,0.000000,0
200,R,223,R,G,0,0.000000,0
200,R,231,R,G,0,0.000000,0
200,R,239,R,G,0,0.000000,0
200,R,800,T,CN,0,0.000000,0
200,R,801,T,CN,0,0.000000,0
200,R,802,T,CN,0,0.000000,0
200,R,803,T,CN,0,0.000000,0
201,R,200,R,L,0,0.000000,0
201,R,202,R,L,0,0.000000,0
201,R,203,R,L,0,0.000000,0
201,R,204,R,L,0,0.000000,0
201,R,205,R,L,0,0.000000,0
201,R,206,R,L,0,0.000000,0
201,R,207,R,L,0,0.000000,0
201,R,6,R,G,0,0.000000,0
201,R,246,R,G,0,0.000000,0
201,R,254,R,G,0,0.000000,0
201,R,262,R,G,0,0.000000,0
201,R,804,T,CN,0,0.000000,0
201,R,805,T,CN,0,0.000000,0
201,R,806,T,CN,0,0.000000,0
201,R,807,T,CN,0,0.000000,0
202,R,200,R,L,0,0.000000,0
202,R,201,R,L,0,0.000000,0
202,R,203,R,L,0,0.000000,0
202,R,204,R,L,0,0.000000,0
202,R,205,R,L,0,0.000000,0
202,R,206,R,L,0,0.000000,0
202,R,207,R,L,0,0.000000,0
202,R,13,R,G,0,0.000000,0
202,R,21,R,G,0,0.000000,0
202,R,29,R,G,0,0.000000,0
202,R,37,R,G,0,0.000000,0
202,R,808,T,CN,0,0.000000,0
202,R,809,T,CN,0,0.000000,0
202,R,810,T,CN,0,0.000000,0
202,R,811,T,CN,0,0.000000,0
203,R,200,R,L,0,0.000000,0
203,R,201,R,L,0,0.000000,0
203,R,202,R,L,0,0.000000,0
203,R,204,R,L,0,0.000000,0
203,R,205,R,L,0,0.000000,0
203,R,206,R,L,0,0.000000,0
203,R,207,R,L,0,0.000000,0
203,R,44,R,G,0,0.000000,0
203,R,52,R,G,0,0.000000,0
203,R,60,R,G,0,0.000000,0
203,R,68,R,G,0,0.000000,0
203,R,812,T,CN,0,0.000000,0
203,R,813,T,CN,0,0.000000,0
203,R,814,T,CN,0,0.000000,0
203,R,815,T,CN,0,0.000000,0
204,R,200,R,L,0,0.000000,0
204,R,201,R,L,0,0.000000,0
204,R,202,R,L,0,0.000000,0
204,R,203,R,L,0,0.000000,0
204,R,205,R,L,0,0.000000,0
204,R,206,R,L,0,0.000000,0
204,R,207,R,L,0,0.000000,0
204,R,75,R,G,0,0.000000,0
204,R,83,R,G,0,0.000000,0
204,R,91,R,G,0,0.000000,0
204,R,99,R,G,0,0.000000,0
204,R,816,T,CN,0,0.000000,0
204,R,817,T,CN,0,0.000000,0
204,R,818,T,CN,0,0.000000,0
204,R,819,T,CN,0,0.000000,0
205,R,200,R,L,0,0.000000,0
205,R,201,R,L,0,0.000000,0
205,R,202,R,L,0,0.000000,0
205,R,203,R,L,0,0.000000,0
205,R,204,R,L,0,0.000000,0
205,R,206,R,L,0,0.000000,0
205,R,207,R,L,0,0.000000,0
205,R,106,R,G,0,0.000000,0
205,R,114,R,G,0,0.000000,0
205,R,122,R,G,0,0.000000,0
205,R,130,R,G,0,0.000000,0
205,R,820,T,CN,0,0.000000,0
205,R,821,T,CN,0,0.000000,0
205,R,822,T,CN,0,0.000000,0
205,R,823,T,CN,0,0.000000,0
206,R,200,R,L,0,0.000000,0
206,R,201,R,L,0,0.000000,0
206,R,202,R,L,0,0.000000,0
206,R,203,R,L,0,0.000000,0
206,R,204,R,L,0,0.000000,0
206,R,205,R,L,0,0.000000,0
206,R,207,R,L,0,0.000000,0
206,R,137,R,G,0,0.000000,0
206,R,145,R,G,0,0.000000,0
206,R,153,R,G,0,0.000000,0
206,R,161,R,G,0,0.000000,0
206,R,824,T,CN,0,0.000000,0
206,R,825,T,CN,0,0.000000,0
206,R,826,T,CN,0,0.000000,0
206,R,827,T,CN,0,0.000000,0
207,R,200,R,L,0,0.000000,0
207,R,201,R,L,0,0.000000,0
207,R,202,R,L,0,0.000000,0
207,R,203,R,L,0,0.000000,0
207,R,204,R,L,0,0.000000,0
207,R,205,R,L,0,0.000000,0
207,R,206,R,L,0,0.000000,0
207,R,168,R,G,0,0.000000,0
207,R,176,R,G,0,0.000000,0
207,R,184,R,G,0,0.000000,0
207,R,192,R,G,0,0.000000,0
207,R,828,T,CN,0,0.000000,0
207,R,829,T,CN,0,0.000000,0
207,R,830,T,CN,0,0.000000,0
207,R,831,T,CN,0,0.000000,0
832,T,208,R,CN,0,0.000000,0
833,T,208,R,CN,0,0.000000,0
834,T,208,R,CN,0,0.000000,0
835,T,208,R,CN,0,0.000000,0
836,T,209,R,CN,0,0.000000,0
837,T,209,R,CN,0,0.000000,0
838,T,209,R,CN,0,0.000000,0
839,T,209,R,CN,0,0.000000,0
840,T,210,R,CN,0,0.000000,0
841,T,210,R,CN,0,0.000000,0
842,T,210,R,CN,0,0.000000,0
843,T,210,R,CN,0,0.000000,0
844,T,211,R,CN,0,0.000000,0
845,T,211,R,CN,0,0.000000,0
846,T,211,R,CN,0,0.000000,0
847,T,211,R,CN,0,0.000000,0
848,T,212,R,CN,0,0.000000,0
849,T,212,R,CN,0,0.000000,0
850,T,212,R,CN,0,0.000000,0
851,T,212,R,CN,0,0.000000,0
852,T,213,R,CN,0,0.000000,0
853,T,213,R,CN,0,0.000000,0
854,T,213,R,CN,0,0.000000,0
855,T,213,R,CN,0,0.000000,0
856,T,214,R,CN,0,0.000000,0
857,T,214,R,CN,0,0.000000,0
858,T,214,R,CN,0,0.000000,0
859,T,214,R,CN,0,0.000000,0
860,T,215,R,CN,0,0.000000,0
861,T,215,R,CN,0,0.000000,0
862,T,215,R,CN,0,0.000000,0
863,T,215,R,CN,0,0.000000,0
208,R,209,R,L,0,0.000000,0
208,R,210,R,L,0,0.000000,0
208,R,211,R,L,0,0.000000,0
208,R,212,R,L,0,0.000000,0
208,R,213,R,L,0,0.000000,0
208,R,214,R,L,0,0.000000,0
208,R,215,R,L,0,0.000000,0
208,R,223,R,G,0,0.000000,0
208,R,231,R,G,0,0.000000,0
208,R,239,R,G,0,0.000000,0
208,R,247,R,G,0,0.000000,0
208,R,832,T,CN,0,0.000000,0
208,R,833,T,CN,0,0.000000,0
208,R,834,T,CN,0,0.000000,0
208,R,835,T,CN,0,0.000000,0
209,R,208,R,L,0,0.000000,0
209,R,210,R,L,0,0.000000,0
209,R,211,R,L,0,0.000000,0
209,R,212,R,L,0,0.000000,0
209,R,213,R,L,0,0.000000,0
209,R,214,R,L,0,0.000000,0
209,R,215,R,L,0,0.000000,0
209,R,6,R,G,0,0.000000,0
209,R,14,R,G,0,0.000000,0
209,R,254,R,G,0,0.000000,0
209,R,262,R,G,0,0.000000,0
209,R,836,T,CN,0,0.000000,0
209,R,837,T,CN,0,0.000000,0
209,R,838,T,CN,0,0.000000,0
209,R,839,T,CN,0,0.000000,0
210,R,208,R,L,0,0.000000,0
210,R,209,R,L,0,0.000000,0
210,R,211,R,L,0,0.000000,0
210,R,212,R,L,0,0.000000,0
210,R,213,R,L,0,0.000000,0
210,R,214,R,L,0,0.000000,0
210,R,215,R,L,0,0.000000,0
210,R,21,R,G,0,0.000000,0
210,R,29,R,G,0,0.000000,0
210,R,37,R,G,0,0.000000,0
210,R,45,R,G,0,0.000000,0
210,R,840,T,CN,0,0.000000,0
210,R,841,T,CN,0,0.000000,0
210,R,842,T,CN,0,0.000000,0
210,R,843,T,CN,0,0.000000,0
211,R,208,R,L,0,0.000000,0
211,R,209,R,L,0,0.000000,0
211,R,210,R,L,0,0.000000,0
211,R,212,R,L,0,0.000000,0
211,R,213,R,L,0,0.000000,0
211,R,214,R,L,0,0.000000,0
211,R,215,R,L,0,0.000000,0
211,R,52,R,G,0,0.000000,0
211,R,60,R,G,0,0.000000,0
211,R,68,R,G,0,0.000000,0
211,R,76,R,G,0,0.000000,0
211,R,844,T,CN,0,0.000000,0
211,R,845,T,CN,0,0.000000,0
211,R,846,T,CN,0,0.000000,0
211,R,847,T,CN,0,0.000000,0
212,R,208,R,L,0,0.000000,0
212,R,209,R,L,0,0.000000,0
212,R,210,R,L,0,0.000000,0
212,R,211,R,L,0,0.000000,0
212,R,213,R,L,0,0.000000,0
212,R,214,R,L,0,0.000000,0
212,R,215,R,L,0,0.000000,0
212,R,83,R,G,0,0.000000,0
212,R,91,R,G,0,0.000000,0
212,R,99,R,G,0,0.000000,0
212,R,107,R,G,0,0.000000,0
212,R,848,T,CN,0,0.000000,0
212,R,849,T,CN,0,0.000000,0
212,R,850,T,CN,0,0.000000,0
212,R,851,T,CN,0,0.000000,0
213,R,208,R,L,0,0.000000,0
213,R,209,R,L,0,0.000000,0
213,R,210,R,L,0,0.000000,0
213,R,211,R,L,0,0.000000,0
213,R,212,R,L,0,0.000000,0
213,R,214,R,L,0,0.000000,0
213,R,215,R,L,0,0.000000,0
213,R,114,R,G,0,0.000000,0
213,R,122,R,G,0,0.000000,0
213,R,130,R,G,0,0.000000,0
213,R,138,R,G,0,0.000000,0
213,R,852,T,CN,0,0.000000,0
213,R,853,T,CN,0,0.000000,0
213,R,854,T,CN,0,0.000000,0
213,R,855,T,CN,0,0.000000,0
214,R,208,R,L,0,0.000000,0
214,R,209,R,L,0,0.000000,0
214,R,210,R,L,0,0.000000,0
214,R,211,R,L,0,0.000000,0
214,R,212,R,L,0,0.000000,0
214,R,213,R,L,0,0.000000,0
214,R,215,R,L,0,0.000000,0
214,R,145,R,G,0,0.000000,0
214,R,153,R,G,0,0.000000,0
214,R,161,R,G,0,0.000000,0
214,R,169,R,G,0,0.000000,0
214,R,856,T,CN,0,0.000000,0
214,R,857,T,CN,0,0.000000,0
214,R,858,T,CN,0,0.000000,0
214,R,859,T,CN,0,0.000000,0
215,R,208,R,L,0,0.000000,0
215,R,209,R,L,0,0.000000,0
215,R,210,R,L,0,0.000000,0
215,R,211,R,L,0,0.000000,0
215,R,212,R,L,0,0.000000,0
215,R,213,R,L,0,0.000000,0
215,R,214,R,L,0,0.000000,0
215,R,176,R,G,0,0.000000,0
215,R,184,R,G,0,0.000000,0
215,R,192,R,G,0,0.000000,0
215,R,200,R,G,0,0.000000,0
215,R,860,T,CN,0,0.000000,0
215,R,861,T,CN,0,0.000000,0
215,R,862,T,CN,0,0.000000,0
215,R,863,T,CN,0,0.000000,0
864,T,216,R,CN,0,0.000000,0
865,T,216,R,CN,0,0.000000,0
866,T,216,R,CN,0,0.000000,0
867,T,216,R,CN,0,0.000000,0
868,T,217,R,CN,0,0.000000,0
869,T,217,R,CN,0,0.000000,0
870,T,217,R,CN,0,0.000000,0
871,T,217,R,CN,0,0.000000,0
872,T,218,R,CN,0,0.000000,0
873,T,218,R,CN,0,0.000000,0
874,T,218,R,CN,0,0.000000,0
875,T,218,R,CN,0,0.000000,0
876,T,219,R,CN,0,0.000000,0
877,T,219,R,CN,0,0.000000,0
878,T,219,R,CN,0,0.000000,0
879,T,219,R,CN,0,0.000000,0
880,T,220,R,CN,0,0.000000,0
881,T,220,R,CN,0,0.000000,0
882,T,220,R,CN,0,0.000000,0
883,T,220,R,CN,0,0.000000,0
884,T,221,R,CN,0,0.000000,0
885,T,221,R,CN,0,0.000000,0
886,T,221,R,CN,0,0.000000,0
887,T,221,R,CN,0,0.000000,0
888,T,222,R,CN,0,0.000000,0
889,T,222,R,CN,0,0.000000,0
890,T,222,R,CN,0,0.000000,0
891,T,222,R,CN,0,0.000000,0
892,T,223,R,CN,0,0.000000,0
893,T,223,R,CN,0,0.000000,0
894,T,223,R,CN,0,0.000000,0
895,T,223,R,CN,0,0.000000,0
216,R,217,R,L,0,0.000000,0
216,R,218,R,L,0,0.000000,0
216,R,219,R,L,0,0.000000,0
216,R,220,R,L,0,0.000000,0
216,R,221,R,L,0,0.000000,0
216,R,222,R,L,0,0.000000,0
216,R,223,R,L,0,0.000000,0
216,R,231,R,G,0,0.000000,0
216,R,239,R,G,0,0.000000,0
216,R,247,R,G,0,0.000000,0
216,R,255,R,G,0,0.000000,0
216,R,864,T,CN,0,0.000000,0
216,R,865,T,CN,0,0.000000,0
216,R,866,T,CN,0,0.000000,0
216,R,867,T,CN,0,0.000000,0
217,R,216,R,L,0,0.000000,0
217,R,218,R,L,0,0.000000,0
217,R,219,R,L,0,0.000000,0
217,R,220,R,L,0,0.000000,0
217,R,221,R,L,0,0.000000,0
217,R,222,R,L,0,0.000000,0
217,R,223,R,L,0,0.000000,0
217,R,6,R,G,0,0.000000,0
217,R,14,R,G,0,0.000000,0
217,R,22,R,G,0,0.000000,0
217,R,262,R,G,0,0.000000,0
217,R,868,T,CN,0,0.000000,0
217,R,869,T,CN,0,0.000000,0
217,R,870,T,CN,0,0.000000,0
217,R,871,T,CN,0,0.000000,0
218,R,216,R,L,0,0.000000,0
218,R,217,R,L,0,0.000000,0
218,R,219,R,L,0,0.000000,0
218,R,220,R,L,0,0.000000,0
218,R,221,R,L,0,0.000000,0
218,R,222,R,L,0,0.000000,0
218,R,223,R,L,0,0.000000,0
218,R,29,R,G,0,0.000000,0
218,R,37,R,G,0,0.000000,0
