con-par,,,rand-par,,,cont-min,,,rand-min,,
2091326852,2098115852,2092666655,1000030754,1665155386,1682657976,2165622887,2165622887,2165622887,987630463.7,1665155386,1809618105
2091325977,2098114977,2092665780,999309547.1,1664452690,1683730875,2165622012,2165622012,2165622012,987777256.1,1664452690,1809823007
2091318256,2098124448,2092675251,998841724.7,1664096842,1682076545,2165614291,2165614291,2165614291,984566091.9,1664096842,1806210095
2091317381,2098123573,2092674376,998436217.1,1663977532,1681496601,2165613416,2165613416,2165613416,987521816.4,1663977532,1809541857
2091335722,2098124723,2092675526,1017489679,1682744161,1700637492,2165614017,2165614017,2165614017,1008319606,1682744161,1830336949
2091334847,2098123848,2092674651,1000514551,1665413434,1683080550,2165613142,2165613142,2165613142,984518644.2,1665413434,1806504818
2091327126,2098133318,2092684121,1018019799,1683149693,1700880135,2165605421,2165605421,2165605421,1008317944,1683149693,1830335288
2091326252,2098132444,2092683247,1000474036,1665423997,1683178180,2165604547,2165604547,2165604547,987214764.5,1665423997,1808946907
2094014706,2100077264,2095186117,1000777604,1665743938,1683182055,2167555647,2167555647,2167555647,984783722.5,1665743938,1806774539
2094013831,2100076389,2095185242,1018111408,1683447028,1700954865,2167554772,2167554772,2167554772,1007910615,1683447028,1829762193
2094012386,2100068669,2095183512,1000762783,1663943728,1681300523,2167547051,2167547051,2167547051,984974251.4,1663943728,1807104773
2094011511,2100067794,2095182638,1000430887,1665658877,1682780321,2167546176,2167546176,2167546176,986916785,1665658877,1808927171
2089918298,2098306304,2091078001,1017493010,1682480453,1700233477,2165781028,2165781028,2165781028,1012710135,1682480453,1834557408
2089917423,2098305429,2091077126,1000720552,1665305522,1683144599,2165780152,2165780152,2165780152,985409277.1,1665305522,1807366515
2089919142,2098305460,2091078846,999377410.1,1664046294,1681795736,2165780184,2165780184,2165780184,984532168.8,1664046294,1806176172
2089918267,2098304585,2091077971,1000085774,1664836451,1682767041,2165779309,2165779309,2165779309,986042753.8,1664836451,1808235167
2091608711,2098331168,2092897752,1000826008,1665972856,1683353205,2164815700,2164815700,2164815700,987950073.6,1665972856,1809588111
2091607836,2098330294,2092896878,1017264805,1682223240,1700136131,2164814825,2164814825,2164814825,1009586280,1682223240,1831503572
2091607866,2098330324,2092898596,1017517593,1682315009,1700830412,2164814855,2164814855,2164814855,1009621466,1682315009,1831538757
2091606992,2098329449,2092897721,1017986833,1683061392,1700883305,2164813980,2164813980,2164813980,1009630697,1683061392,1831621747
2091617581,2098340038,2092906622,999363675.2,1664648260,1682865671,2164806829,2164806829,2164806829,987515239.5,1664648260,1809493304
2091616706,2098339164,2092905748,998851128.9,1664215185,1681989360,2164805954,2164805954,2164805954,984732733.7,1664215185,1806618955
2091616737,2098339195,2092907467,998716257.7,1664312986,1681971142,2164805985,2164805985,2164805985,984408506.8,1664312986,1806519570
2091615862,2098338320,2092906592,999264796.9,1664673351,1682392223,2164805110,2164805110,2164805110,987618757.2,1664673351,1809618836
2091622523,2098329860,2092882859,1018815832,1682343153,1700923780,2164800804,2164800804,2164800804,1007726364,1682343153,1829809715
2091621648,2098328985,2092881984,998833362.4,1664098659,1682129379,2164799930,2164799930,2164799930,987210704.7,1664098659,1808934239
2091621680,2098329017,2092883704,999710200.2,1665007875,1682644008,2164799961,2164799961,2164799961,986067215.4,1665007875,1808146544
2091620805,2098328142,2092882829,1017237058,1682628006,1700168617,2164799086,2164799086,2164799086,1006350384,1682628006,1828414825
2091613653,2098338731,2092891729,1000047320,1665162080,1683742264,2164791935,2164791935,2164791935,987766171.5,1665162080,1809811923
2091612778,2098337856,2092890854,1001054152,1666143266,1683756006,2164791060,2164791060,2164791060,990060407.5,1666143266,1811805925
2091612809,2098337887,2092892573,999298423,1664536976,1681249837,2164791090,2164791090,2164791090,983392037.8,1664536976,1805432130
2091611934,2098337012,2092891699,1017501292,1682777971,1700648734,2164790216,2164790216,2164790216,1008330720,1682777971,1830348064
2091624681,2098338506,2092889951,1017482085,1682469960,1700223135,2165628690,2165628690,2165628690,1012695775,1682469960,1834543048
2091623806,2098337631,2092889076,999492828.4,1664517292,1682175936,2165627816,2165627816,2165627816,989329522.7,1664517292,1811305841
2091623838,2098337663,2092889107,1017482772,1682826767,1700136705,2165629536,2165629536,2165629536,1012508930,1682826767,1834314947
2091622963,2098336788,2092888233,1000748256,1665487049,1682948883,2165628661,2165628661,2165628661,984561566.5,1665487049,1806558374
2091633551,2098347377,2092898821,1018913275,1683796280,1701615194,2165619821,2165619821,2165619821,1010393414,1683796280,1832134698
2091632676,2098346502,2092897946,1001050997,1665987547,1682599691,2165618946,2165618946,2165618946,986029353.1,1665987547,1808039186
2091632707,2098346532,2092897977,998886013.7,1664111999,1682176548,2165620665,2165620665,2165620665,987196375.4,1664111999,1808919909
2091631832,2098345657,2092897102,999245340.8,1664319439,1682192724,2165619791,2165619791,2165619791,987468763.2,1664319439,1809527253
2072074215,2079032575,2073477720,1000024983,1665156888,1682921216,2150450887,2150450887,2150450887,987182577.6,1665156888,1809261746
2072075059,2079031731,2073476909,1001344716,1665213895,1683878768,2150451731,2150451731,2150451731,989724288.2,1665213895,1811209270
2074304287,2081139888,2075475715,999148828.6,1664493681,1681919412,2150436282,2150436282,2150436282,984450720.6,1664493681,1806541927
2074305013,2081139043,2075474870,1000075916,1665722602,1682891945,2150437126,2150437126,2150437126,987398991.1,1665722602,1809441999
2074284564,2080925916,2075529203,1000518103,1665613677,1682989631,2146854868,2146854868,2146854868,986101961.4,1665613677,1808266593
2074283719,2080926760,2075528358,1017645407,1683047000,1700736564,2146854023,2146854023,2146854023,1009645026,1683047000,1831636076
2074275695,2080934787,2075538074,1000018750,1665626896,1682321596,2146844863,2146844863,2146844863,984691427.6,1665626896,1806679069
2074274850,2080935631,2075537230,1000260855,1665396538,1683035184,2146844019,2146844019,2146844019,983598998.4,1665396538,1805575945
2074299458,2080911022,2075514309,1000634479,1665493068,1682916346,2146846583,2146846583,2146846583,986085268.9,1665493068,1808098385
2074298614,2080911866,2075513465,1017410890,1682687765,1700787573,2146847427,2146847427,2146847427,1013827570,1682687765,1835871817
2074290588,2080919893,2075523179,1017424420,1682223042,1701356054,2146837714,2146837714,2146837714,1009662798,1682223042,1832008163
2074289744,2080920737,2075522335,1000269450,1665405133,1683033560,2146838558,2146838558,2146838558,983590401.9,1665405133,1805567348
2074302714,2080905420,2075547354,1000014246,1665214619,1682909569,2146840351,2146840351,2146840351,986791543.3,1665214619,1808847661
2074301869,2080904576,2075546510,1001063015,1666166035,1683679293,2146839506,2146839506,2146839506,986412969.6,1666166035,1808486132
2074293843,2080914290,2075556224,1018059701,1683166647,1701376384,2146831480,2146831480,2146831480,1009076256,1683166647,1831349275
2074292999,2080913445,2075555380,1000535989,1665947752,1683406563,2146830636,2146830636,2146830636,984930265.7,1665947752,1806915055
2074317608,2080890525,2075532460,1001239357,1666118247,1683917516,2146849432,2146849432,2146849432,988401010.1,1666118247,1810640973
2074316764,2080889681,2075531615,1000181774,1665396197,1683058260,2146848588,2146848588,2146848588,984529728.2,1665396197,1806515902
2074308738,2080899396,2075541330,1000953532,1665874746,1683567228,2146840562,2146840562,2146840562,987775947.8,1665874746,1810236677
2074307894,2080898552,2075540486,1001076039,1665985592,1683269053,2146839718,2146839718,2146839718,988993671.6,1665985592,1810845518
2073680129,2080425521,2075055801,1000998547,1665545157,1683272754,2147550506,2147550506,2147550506,988740888,1665545157,1810781284
2073680973,2080424677,2075056645,1000566354,1665781551,1683237580,2147551350,2147551350,2147551350,985234300.2,1665781551,1806849593
2073688681,2080434391,2075064353,1000808980,1665807349,1683495788,2147541635,2147541635,2147541635,984804869.7,1665807349,1806795687
2073689525,2080433546,2075065197,1000837490,1666110628,1683707932,2147542480,2147542480,2147542480,983760978.4,1666110628,1805810459
2073664917,2080440415,2075040589,1018008285,1683138316,1700867860,2147565401,2147565401,2147565401,1008303584,1683138316,1830320927
2073665761,2080439571,2075041433,999377716.1,1664687094,1682877715,2147566245,2147566245,2147566245,987533180.1,1664687094,1809511244
2073673787,2080449285,2075049459,999259165.9,1663723504,1681520732,2147556530,2147556530,2147556530,984336478.9,1663723504,1806270097
2073674632,2080448441,2075050304,1000693291,1665959459,1683424279,2147557375,2147557375,2147557375,984941349.7,1665959459,1806926139
2072672992,2080303441,2074044777,1018834571,1682918578,1700626269,2148337603,2148337603,2148337603,1009486917,1682918578,1831197133
2072672148,2080304286,2074043933,1001056690,1665198816,1683228282,2148336759,2148336759,2148336759,984434563.2,1665198816,1806525769
2072681863,2080311994,2074053330,1000620313,1665970529,1683735763,2148328733,2148328733,2148328733,986155305.7,1665970529,1808231719
2072681018,2080312838,2074052485,999167914.6,1664447917,1682476234,2148327888,2148327888,2148327888,984490646.6,1664447917,1806476821
2070507493,2077255935,2071906950,1000821290,1665703362,1683087352,2146221580,2146221580,2146221580,985041385,1665703362,1806984724
2070508337,2077255091,2071907677,1018439503,1683756059,1701028950,2146220735,2146220735,2146220735,1006338638,1683756059,1828403496
2070508441,2077256885,2071907900,1000866015,1665201884,1683615560,2146220632,2146220632,2146220632,984915475.3,1665201884,1806900265
2070509285,2077256040,2071908626,999442992.1,1664365658,1681851626,2146219787,2146219787,2146219787,986052886.1,1664365658,1808132215
2073384960,2079870560,2074640012,999857925.1,1665871455,1683527706,2145348419,2145348419,2145348419,986294588.5,1665871455,1808325171
2073384116,2079871404,2074639168,999221516.9,1665609338,1683351606,2145349264,2145349264,2145349264,985405757.4,1665609338,1807362995
2073384011,2079871508,2074640960,1000065355,1666042947,1683044150,2145347470,2145347470,2145347470,986303568.2,1666042947,1808360137
2073383167,2079872352,2074640115,1000579974,1665501123,1683433286,2145348314,2145348314,2145348314,984502903.3,1665501123,1806869213
2073400990,2079886589,2074652567,1000811076,1666096873,1683694690,2145357500,2145357500,2145357500,983746648.7,1666096873,1805824787
2073400146,2079887434,2074651723,1000892732,1666193172,1683597940,2145358345,2145358345,2145358345,986278431.5,1666193172,1808309014
2073400042,2079887538,2074653516,999356614.9,1665985045,1683374500,2145356552,2145356552,2145356552,983893943.3,1665985045,1805870890
2073399197,2079888382,2074652671,1017196142,1682626793,1700139613,2145357396,2145357396,2145357396,1006350414,1682626793,1828414855
2073362293,2079896317,2074613869,999939430.9,1666088060,1683614846,2145362936,2145362936,2145362936,983420970.7,1666088060,1805461063
2073361448,2079895473,2074613024,1000771900,1666000244,1683570769,2145363780,2145363780,2145363780,985341800.5,1666000244,1807233972
2073361343,2079895368,2074614816,1000814252,1665942024,1683591861,2145361988,2145361988,2145361988,983381931.2,1665942024,1805412514
2073360499,2079894524,2074613973,1000849477,1666208327,1683600545,2145362832,2145362832,2145362832,984303780.1,1666208327,1806510006
2073374848,2079908714,2074626424,1000847791,1665180917,1683600923,2145372017,2145372017,2145372017,984929805.2,1665180917,1806914595
2073374003,2079907869,2074625580,1018901910,1683782183,1701604544,2145372862,2145372862,2145372862,1010379054,1683782183,1832120339
2073373898,2079907764,2074627372,1001398463,1666305975,1683936115,2145371069,2145371069,2145371069,986258522.9,1666305975,1808288625
2073373055,2079906920,2074626528,999270138.2,1665898077,1682800546,2145371914,2145371914,2145371914,988461693.7,1665898077,1810467193
2072784865,2079595243,2074178790,1018804502,1682330901,1700910982,2146648129,2146648129,2146648129,1007712004,1682330901,1829795355
2072784021,2079594399,2074179635,1000179895,1665542379,1683712923,2146648974,2146648974,2146648974,988710391.3,1665542379,1810331464
2072783916,2079594294,2074177842,1017835595,1682990198,1701275454,2146647181,2146647181,2146647181,1007281478,1682990198,1829485931
2072783072,2079593450,2074178686,1017717608,1682874957,1700158360,2146648025,2146648025,2146648025,1009535761,1682874957,1831558064
2072797420,2079607799,2074191345,1018926822,1683826611,1701638921,2146657210,2146657210,2146657210,1010379084,1683826611,1832120369
2072796576,2079606955,2074192190,1000989554,1665821393,1683657009,2146658055,2146658055,2146658055,987799243.7,1665821393,1810259972
2072796472,2079606850,2074190397,1000872806,1665771893,1683218241,2146656262,2146656262,2146656262,984794807.1,1665771893,1806785624
2072795628,2079606006,2074191241,1001106049,1666059732,1683776641,2146657106,2146657106,2146657106,986028324.4,1666059732,1808044675
2073534766,2080254923,2075069305,1000061182,1665192280,1683326145,2149157578,2149157578,2149157578,989084313.7,1665192280,1811092200
2073533954,2080254111,2075068493,1001261155,1666132497,1683903074,2149158422,2149158422,2149158422,988413786,1666132497,1810653749
2074503366,2081161454,2073495657,1017491746,1683520417,1701073446,2149142974,2149142974,2149142974,1007441493,1683520417,1829635043
2074504210,2081160610,2073496501,1001516589,1666262216,1683750546,2149143819,2149143819,2149143819,984289176.2,1666262216,1806321306
2073603018,2080523143,2075111910,1001332315,1665156686,1683866618,2148862960,2148862960,2148862960,989747584.7,1665156686,1811232566
2073602173,2080523987,2075112754,1001213735,1666297729,1683928738,2148863804,2148863804,2148863804,985224838.8,1666297729,1807137971
2073594147,2080532013,2075103040,1001222684,1666277078,1683751726,2148854089,2148854089,2148854089,986013994.9,1666277078,1808030345
2073593303,2080532857,2075103884,1001005882,1665236224,1683162551,2148854933,2148854933,2148854933,984421786.6,1665236224,1806512993
2074665319,2081481965,2076174367,1001205092,1666180657,1683621976,2147823776,2147823776,2147823776,984319362.1,1666180657,1806144880
2074664474,2081482809,2076173522,1000141731,1665463683,1682701890,2147824620,2147824620,2147824620,984310491.3,1665463683,1806130196
2074656449,2081490836,2076165497,1001040433,1666150768,1683454219,2147814906,2147814906,2147814906,986387085.8,1666150768,1808460248
2074655605,2081491680,2076164653,1000767239,1665919676,1682362957,2147815751,2147815751,2147815751,983730184.3,1665919676,1805685487
2074680214,2081467072,2076189262,1000894084,1666008323,1683594585,2147838671,2147838671,2147838671,984633992.3,1666008323,1806674280
2074679370,2081467916,2076188418,1000904373,1665437936,1683130658,2147839515,2147839515,2147839515,985129587,1665437936,1806897082
2074671343,2081475942,2076180392,1000985510,1666129255,1683743211,2147829800,2147829800,2147829800,990074737.4,1666129255,1811820255
2074670499,2081476786,2076179547,1017482849,1683511524,1701064453,2147830644,2147830644,2147830644,1007428685,1683511524,1829622236
2074647169,2081464258,2076152584,1000036448,1665155972,1682924400,2147844105,2147844105,2147844105,987002545.6,1665155972,1808671922
2074646325,2081465103,2076151741,1000773642,1665847457,1683110246,2147844950,2147844950,2147844950,985055715,1665847457,1806999054
2074638299,2081473128,2076143714,1000046091,1664278664,1682924470,2147835235,2147835235,2147835235,987644792.5,1664278664,1809632434
2074637455,2081473973,2076142871,1000044786,1665167574,1682930064,2147836080,2147836080,2147836080,986777213.9,1665167574,1808833332
2074662064,2081449364,2076167480,1000969979,1666027193,1683678074,2147859001,2147859001,2147859001,984648321.8,1666027193,1806688609
2074661220,2081450208,2076166635,1001089140,1665963721,1683212272,2147859845,2147859845,2147859845,989008001.3,1665963721,1810859848
2074653194,2081458233,2076158609,1017275217,1682234226,1700146808,2147850130,2147850130,2147850130,1009600640,1682234226,1831517932
2074652350,2081459078,2076157765,1000852605,1665477275,1682939923,2147850974,2147850974,2147850974,985211741.1,1665477275,1807122238
2073833803,2080336986,2074888801,999392654.9,1664372793,1682263705,2147808970,2147808970,2147808970,986324393.9,1664372793,1808377816
2073832959,2080336141,2074889645,1000944583,1665628338,1683183234,2147809814,2147809814,2147809814,984960511.9,1665628338,1806565992
2073842356,2080345856,2074897671,1017993614,1683110564,1701303364,2147800099,2147800099,2147800099,1008306417,1683110564,1830413755
2073841511,2080345011,2074898515,1000845604,1665140499,1682614604,2147800943,2147800943,2147800943,987738729,1665140499,1809743276
2073846517,2080351880,2074903696,1000062542,1665913071,1682949336,2147823865,2147823865,2147823865,988447364.2,1665913071,1810452864
2073845673,2080351035,2074904540,1016897289,1682203898,1699558631,2147824708,2147824708,2147824708,1006454170,1682203898,1828534618
2073857250,2080360750,2074912566,999461677.6,1665190601,1682535053,2147814994,2147814994,2147814994,985734215.5,1665190601,1807703892
2073856406,2080359906,2074913410,1000655136,1665990924,1683752702,2147815838,2147815838,2147815838,986142528.9,1665990924,1808218942
2072848654,2079007630,2073704338,1000007943,1665909742,1683609608,2145672941,2145672941,2145672941,986308918.4,1665909742,1808339501
2072847810,2079006786,2073705182,999028836.2,1664500354,1681386637,2145673785,2145673785,2145673785,983406366.8,1664500354,1805446459
2072847706,2079006905,2073705286,1000958063,1665648799,1683204163,2145671992,2145671992,2145671992,984974841,1665648799,1806580321
2072846862,2079006061,2073706131,998808386,1664179960,1681788894,2145672836,2145672836,2145672836,984743817.6,1664179960,1806630039
2072864685,2079024387,2073716894,997803822.3,1664003232,1681702858,2145682022,2145682022,2145682022,985483855.5,1664003232,1807582815
2072863840,2079023542,2073717738,999409911.8,1664357663,1681919483,2145682866,2145682866,2145682866,985806658.5,1664357663,1807777797
2072863736,2079023820,2073717842,1018820706,1682865010,1700569847,2145681074,2145681074,2145681074,1009472557,1682865010,1831182773
2072862891,2079022975,2073718686,1001010499,1665570466,1683288552,2145681918,2145681918,2145681918,988757079.3,1665570466,1810799054
2073724043,2079824470,2074200594,1018000548,1683109175,1700876226,2145250983,2145250983,2145250983,1008428901,1683109175,1830923689
2073724888,2079823626,2074199750,1018134256,1683390285,1700906630,2145251827,2145251827,2145251827,1007909092,1683390285,1829760670
2073724992,2079825419,2074201544,1018837769,1683238896,1701194112,2145250034,2145250034,2145250034,1012886316,1683238896,1834969620
2073725836,2079824575,2074200699,999248625.8,1664537404,1682056479,2145250879,2145250879,2145250879,984351083,1664537404,1806284701
2073736440,2079837027,2074212424,1017173275,1682613793,1700101163,2145260064,2145260064,2145260064,1006336054,1682613793,1828400495
2073737284,2079836182,2074211580,1000792325,1663843944,1681144300,2145260908,2145260908,2145260908,984985335.7,1663843944,1807115857
2073737389,2079837975,2074213373,1017731454,1682888921,1700184528,2145259116,2145259116,2145259116,1009550121,1682888921,1831572424
2073738233,2079837130,2074212528,1017478550,1682852147,1700377464,2145259960,2145259960,2145259960,1008443026,1682852147,1830549500
2073697741,2079844358,2074207460,1018003978,1683121191,1701315020,2145265501,2145265501,2145265501,1008317532,1683121191,1830424871
2073698586,2079843514,2074206616,1001224377,1666195349,1683679355,2145266345,2145266345,2145266345,984333690.9,1666195349,1806159209
2073698689,2079845307,2074208408,1000058464,1665273978,1683220495,2145264552,2145264552,2145264552,986137387.7,1665273978,1808302019
2073699533,2079844462,2074207564,1017989045,1683097787,1700864380,2145265396,2145265396,2145265396,1008414541,1683097787,1830909329
2073710296,2079856913,2074217835,1020954586,1686320426,1703643305,2145274581,2145274581,2145274581,1007855807,1686320426,1829962281
2073711140,2079856069,2074216991,1000027488,1665152169,1682379451,2145275425,2145275425,2145275425,985719886.3,1665152169,1807689563
2073711245,2079857862,2074218784,1020945961,1686311800,1703634680,2145273633,2145273633,2145273633,1007847181,1686311800,1829953655
2073712089,2079857018,2074217940,1000487126,1665524736,1683380889,2145274477,2145274477,2145274477,987229094.1,1665524736,1808961237
2071705423,2078245820,2072794882,1000183124,1665665980,1683520629,2146369351,2146369351,2146369351,989237779.3,1665665980,1810901643
2071704579,2078244977,2072794038,1000034623,1665998163,1683392288,2146370195,2146370195,2146370195,983879614.2,1665998163,1805856561
2071706372,2078246770,2072795831,999004079.3,1663777478,1681357113,2146368402,2146368402,2146368402,984349255.1,1663777478,1806282873
2071705528,2078245925,2072794986,1000240680,1665164653,1683389887,2146369246,2146369246,2146369246,989784885.2,1665164653,1811709324
2072271548,2078929274,2073459515,999320387.6,1664342558,1682650605,2148840338,2148840338,2148840338,987483092.7,1664342558,1809541583
2072270704,2078930118,2073458671,999436266.2,1664399886,1682121524,2148841182,2148841182,2148841182,985820987.9,1664399886,1807792127
2073950779,2079675598,2074240490,999113095,1664554939,1681889941,2148825733,2148825733,2148825733,987456269.8,1664554939,1809793372
2073951623,2079676443,2074239763,1000531218,1665627208,1683002974,2148826577,2148826577,2148826577,986116290.5,1665627208,1808280922
2073915915,2080399366,2074885490,997554454.2,1664547487,1681912554,2147102720,2147102720,2147102720,986268186.9,1664547487,1808303865
2073915071,2080398522,2074884646,1018034362,1683162636,1700913324,2147103565,2147103565,2147103565,1006814814,1683162636,1828814892
2073907044,2080408235,2074894360,1018122312,1683458033,1700966491,2147093851,2147093851,2147093851,1007924975,1683458033,1829776553
2073906200,2080407391,2074893515,1017247955,1682638607,1700181500,2147094695,2147094695,2147094695,1006364744,1682638607,1828429185
2073930810,2080384471,2074870596,999220863.1,1664614145,1682000177,2147117616,2147117616,2147117616,984410473.5,1664614145,1806521537
2073929965,2080383626,2074869751,1018850980,1683251877,1701207140,2147118460,2147118460,2147118460,1012897431,1683251877,1834980735
2073921939,2080393341,2074879466,1016925728,1682302294,1699573796,2147108745,2147108745,2147108745,1006468530,1682302294,1828548978
2073921094,2080392497,2074878621,1018914785,1683814118,1701626146,2147109589,2147109589,2147109589,1010364724,1683814118,1832106009
2074940303,2081170061,2075627527,999324093.8,1664497112,1682201806,2146946790,2146946790,2146946790,989352819.2,1664497112,1811329137
2074939459,2081169217,2075626683,1018034890,1683133175,1701362322,2146947635,2146947635,2146947635,1007310167,1683133175,1829514620
2074931433,2081178932,2075636398,1017352059,1682652094,1700748587,2146937920,2146937920,2146937920,1013813210,1682652094,1835857457
2074930589,2081178088,2075635554,1000168412,1664029603,1681209100,2146938765,2146938765,2146938765,984970731.6,1664029603,1807101253
2074955197,2081155167,2075612633,1000194570,1665187023,1682096268,2146961685,2146961685,2146961685,986043443.5,1665187023,1808128585
2074954353,2081154323,2075611789,1000029840,1665637348,1683380002,2146962530,2146962530,2146962530,985394672.7,1665637348,1807351910
2074946327,2081164037,2075621503,1001227693,1666310810,1683940886,2146952814,2146952814,2146952814,985237615.2,1666310810,1807126886
2074945482,2081163192,2075620658,1017343454,1682567696,1700823095,2146953659,2146953659,2146953659,1012681445,1682567696,1834624335
