con-par,,,rand-par,,,cont-min,,,rand-min,,
1441.446715,1441.201625,1441.446715,1450.984737,1459.025916,1485.345655,1441.446715,1441.446715,1441.446715,1450.984737,1766.553932,1632.471542
1454.243042,1455.569395,1454.243042,1441.477071,1599.419774,1842.961887,1454.243042,1454.243042,1454.243042,1441.477071,4317.736381,1611.330847
1441.474267,1441.474267,1441.474267,1456.997961,1834.989544,1594.169234,1441.474267,1441.474267,1441.474267,1456.997961,1574.163321,1452.062402
1449.54642,1454.243042,1449.54642,1441.444141,1441.446042,1674.595076,1449.54642,1449.54642,1449.54642,1441.444141,1641.844899,1441.053854
1454.821764,1455.842038,1454.821764,1441.484699,1486.502536,1503.184668,1454.821764,1454.821764,1454.821764,1441.484699,1482.556085,1441.481212
1441.474267,1441.201625,1441.474267,1441.484699,1525.881612,1826.127428,1441.474267,1441.474267,1441.474267,1441.484699,2391.692323,2305.825562
1441.201625,1477.569757,1441.201625,1449.964653,1458.513849,1454.931593,1441.201625,1441.201625,1441.201625,1449.964653,1734.741033,2287.477053
1441.201625,1475.677213,1441.201625,1469.199557,1470.11868,1625.389435,1441.201625,1441.201625,1441.201625,1469.199557,1577.274683,1762.166444
1441.201625,1462.274171,1441.201625,1441.485147,1500.440834,1473.084891,1441.201625,1441.201625,1441.201625,1441.485147,1477.512355,1589.297236
1449.341688,1452.25684,1449.341688,1441.485147,1450.968608,1466.589739,1449.341688,1449.341688,1449.341688,1441.485147,2808.730656,1441.481212
1441.484805,1441.484805,1445.782925,1441.480417,1446.378347,1475.223384,1441.484805,1441.484805,1441.484805,1441.480417,1441.475728,1631.868864
1450.985033,1455.852576,1450.985033,1441.47427,1647.175861,1505.141149,1450.985033,1450.985033,1450.985033,1441.47427,3839.795214,2222.149649
1450.56462,1457.301104,1452.407407,1450.989535,1455.618672,1691.492515,1450.56462,1450.56462,1450.56462,1450.989535,2135.61231,2127.242237
591.738319,591.738319,591.738319,1454.812876,1985.030311,1656.758482,591.738319,591.738319,591.738319,1454.812876,2509.764315,1455.847406
591.738319,591.738319,591.738319,1441.480417,1874.603584,1679.813316,591.738319,591.738319,591.738319,1441.480417,2305.542182,1635.409008
1441.445179,1441.445179,1441.445179,1441.47427,1870.683612,1460.602033,1441.445179,1441.445179,1441.445179,1441.47427,1549.598168,1442.187821
1441.481071,1441.481071,1441.481071,1456.87083,2388.895367,1460.513891,1441.481071,1441.481071,1441.481071,1456.87083,1534.237369,1456.869585
1442.227829,1442.227829,1442.227829,1476.100779,1854.232229,4678.402632,1442.227829,1442.227829,1442.227829,1476.100779,1476.104125,1476.104125
1441.445179,1441.445179,1441.445179,1441.477421,3188.516721,6906.069971,1441.445179,1441.445179,1441.445179,1441.477421,1510.211677,1441.480766
1448.596266,1448.596266,1448.596266,1475.677212,4108.808264,9876.37682,1448.596266,1448.596266,1448.596266,1475.677212,1513.861295,1475.677212
1441.47884,1441.47884,1441.47884,1441.477685,1449.433948,3405.472932,1441.47884,1441.47884,1441.47884,1441.477685,1448.958815,1564.448989
1449.958793,1449.958793,1449.958793,1441.483182,1454.01654,1446.276258,1449.958793,1449.958793,1449.958793,1441.483182,1444.365345,1441.475954
1454.247649,1454.247649,1454.247649,1441.482406,1449.754296,1473.735565,1454.247649,1454.247649,1454.247649,1441.482406,1457.385086,1452.533163
1449.533808,1449.533808,1449.533808,1441.483182,1457.306159,1461.822996,1449.533808,1449.533808,1449.533808,1441.483182,1453.459107,1450.827586
1449.961025,1449.961025,1449.961025,1441.48103,1441.475893,1445.478237,1449.961025,1449.961025,1449.961025,1441.48103,1441.475893,1444.097332
1448.711816,1448.711816,1448.711816,1454.82328,1459.391963,1457.573459,1448.711816,1448.711816,1448.711816,1454.82328,1454.815038,1454.815038
1441.481071,1441.481071,1441.481071,1441.48103,1441.475893,1446.188283,1441.481071,1441.481071,1441.481071,1441.48103,1441.475893,1441.475893
1442.783187,1442.783187,1442.783187,1450.984834,1450.985315,1455.075747,1442.783187,1442.783187,1442.783187,1450.984834,1450.985315,1450.985315
1442.783187,1442.783187,1442.783187,1441.47936,1443.088895,1447.564457,1442.783187,1442.783187,1442.783187,1441.47936,1444.304777,1441.476735
1441.47884,1441.47884,1441.47884,591.738319,591.738319,591.738319,1441.47884,1441.47884,1441.47884,591.738319,591.738319,591.738319
1441.446245,1441.446245,1441.446245,591.738319,591.738319,591.738319,1441.446245,1441.446245,1441.446245,591.738319,591.738319,591.738319
1441.477304,1441.477304,1441.477304,1441.480362,1564.043932,1459.620819,1441.477304,1441.477304,1441.477304,1441.480362,1467.78998,1463.085905
1454.814804,1454.814804,1454.814804,1441.480362,2002.280063,1463.433292,1454.814804,1454.814804,1454.814804,1441.480362,7972.051476,1482.443054
1449.54689,1449.54689,1449.54689,1441.476162,1796.257845,1858.313893,1449.54689,1449.54689,1449.54689,1441.476162,1958.624935,1714.464635
1454.24445,1454.24445,1454.24445,1455.843933,1677.039432,1717.947227,1454.24445,1454.24445,1454.24445,1455.843933,3054.667186,1694.233092
1441.202094,1441.202094,1441.202094,1441.479406,1670.120136,1636.102193,1441.202094,1441.202094,1441.202094,1441.479406,1441.485929,2024.91458
1441.202094,1441.202094,1441.202094,1454.823184,1522.375959,1461.540879,1441.202094,1441.202094,1441.202094,1454.823184,1454.834051,1914.401148
1441.202094,1446.925724,1441.202094,1455.571224,1880.635072,3040.192074,1441.202094,1441.202094,1441.202094,1455.571224,1455.572731,1715.423188
1441.477304,1441.477304,1441.477304,1441.479406,1458.122039,1449.234692,1441.477304,1441.477304,1441.477304,1441.479406,1608.193251,1558.81056
1441.475967,1447.036278,1441.475967,1450.982856,1456.130355,1530.864543,1441.475967,1441.475967,1441.475967,1450.982856,1453.21479,1462.944463
1450.562742,1450.562742,1450.562742,1441.47891,1441.483748,1476.744239,1450.562742,1450.562742,1450.562742,1441.47891,1443.08953,1442.197235
1450.986192,1450.986192,1450.986192,1455.842674,1501.970194,1478.499853,1450.986192,1450.986192,1450.986192,1455.842674,1531.87118,1463.17347
1449.341219,1451.146321,1450.179864,1441.474904,1477.09571,1470.236903,1449.341219,1449.341219,1449.341219,1441.474904,1624.40858,1446.802375
591.738319,591.738319,591.738319,1441.482942,3209.216841,2947.155039,591.738319,591.738319,591.738319,1441.482942,1488.386199,1450.778988
591.738319,591.738319,591.738319,1455.850713,1491.960024,1478.229216,591.738319,591.738319,591.738319,1455.850713,1542.337637,1463.903171
1441.20385,1442.22576,1441.20385,1441.481714,1611.53069,1617.459389,1441.20385,1441.20385,1441.20385,1441.481714,1896.760185,1521.777828
1441.484241,1441.484241,1441.484241,1441.481714,1998.806051,1561.145403,1441.484241,1441.484241,1441.484241,1441.481714,1445.680443,1446.667486
1441.20385,1441.564809,1441.20385,1454.828324,2095.966991,1556.178466,1441.20385,1441.20385,1441.20385,1454.828324,1459.459949,1464.294816
1441.20385,1441.20385,1441.20385,1441.479998,1666.616368,1537.273112,1441.20385,1441.20385,1441.20385,1441.479998,1451.875968,1444.739522
1449.960915,1449.960915,1449.960915,1450.981112,2406.555673,1483.374012,1449.960915,1449.960915,1449.960915,1450.981112,1456.208179,1473.265656
1450.555718,1451.381781,1450.555718,591.738319,591.738319,591.738319,1450.555718,1450.555718,1450.555718,591.738319,591.738319,591.738319
1441.480962,1441.480962,1441.480962,1441.480011,1479.370186,1464.537613,1441.480962,1441.480962,1441.480962,1441.480011,4741.53989,1593.595729
1449.339463,1445.008677,1449.339463,1441.485645,3871.042232,1458.124877,1449.339463,1449.339463,1449.339463,1441.485645,1449.468448,1441.479519
1441.484241,1441.484241,1441.484241,1450.970812,1463.392228,9057.958414,1441.484241,1441.484241,1441.484241,1450.970812,1455.838037,1454.820882
1449.548646,1449.548646,1449.548646,1441.484274,1457.831059,1463.567264,1449.548646,1449.548646,1449.548646,1441.484274,1453.015313,1530.264138
1454.249718,1449.654293,1454.249718,1441.477706,8885.584186,7237.541146,1454.249718,1454.249718,1454.249718,1441.477706,1905.321858,2048.495368
1449.964194,1449.964194,1449.964194,1454.825833,8444.57972,1461.767525,1449.964194,1449.964194,1449.964194,1454.825833,1472.927733,1455.847048
1441.444489,1451.301968,1441.444489,1441.484274,8071.969156,2182.503123,1441.444489,1441.444489,1441.444489,1441.484274,1445.227177,1441.479277
1441.480962,1441.480962,1441.480962,1441.48263,1466.277642,1460.162525,1441.480962,1441.480962,1441.480962,1441.48263,1601.192413,1441.477758
1441.444489,1441.174174,1441.444489,1441.482608,1487.404034,1458.304022,1441.444489,1441.444489,1441.444489,1441.482608,1656.237646,1560.869596
1442.749046,1451.818421,1442.749046,1441.482608,1455.528876,1472.135651,1442.749046,1442.749046,1442.749046,1441.482608,1449.903699,1445.232581
1441.447905,1444.895256,1441.447905,1441.482851,1443.092065,1451.471716,1441.447905,1441.447905,1441.447905,1441.482851,1450.625675,1449.864576
1442.77664,1451.815724,1442.77664,1460.708804,1518.72003,5590.309913,1442.77664,1442.77664,1442.77664,1460.708804,1469.255815,1459.024439
1441.479253,1441.479015,1441.479253,1441.479085,1449.842749,4484.914483,1441.479253,1441.479253,1441.479253,1441.479085,1443.140227,1445.804682
1441.200434,1455.846786,1441.200434,1441.479085,1450.366306,1453.662685,1441.200434,1441.200434,1441.200434,1441.479085,1511.462273,1446.307686
1448.736657,1478.463719,1448.736657,591.738319,591.738319,591.738319,1448.736657,1448.736657,1448.736657,591.738319,591.738319,591.738319
1441.479015,1441.200434,1441.479015,1441.477728,1672.573375,1465.786386,1441.479015,1441.479015,1441.479015,1441.477728,1901.819461,1704.207594
1450.994781,1458.376955,1450.994781,1441.477728,1585.6579,1460.337615,1450.994781,1450.994781,1450.994781,1441.477728,2990.498582,3457.175497
1450.569382,1479.68365,1450.569382,1441.479352,1476.065436,1442.798498,1450.569382,1450.569382,1450.569382,1441.479352,1441.484374,1441.486273
1441.479253,1441.479253,1441.479253,1449.959306,1502.422749,1528.147338,1441.479253,1441.479253,1441.479253,1449.959306,1453.325959,1449.966227
1448.60284,1454.903837,1448.60284,1441.479352,1502.646082,2051.166087,1448.60284,1448.60284,1448.60284,1441.479352,1573.076659,1561.902871
1454.811211,1455.847024,1454.811211,1441.47778,3508.772145,3857.796387,1454.811211,1454.811211,1454.811211,1441.47778,1447.457617,1706.612843
1454.23947,1455.568205,1454.23947,1441.477183,12216.07524,1639.214033,1454.23947,1454.23947,1454.23947,1441.477183,1456.228722,1460.938974
591.738319,591.738319,591.738319,1441.473127,1464.18461,1480.471153,591.738319,591.738319,591.738319,1441.473127,1461.020868,1464.734052
591.738319,591.738319,591.738319,1441.475701,1555.389306,1498.296572,591.738319,591.738319,591.738319,1441.475701,1637.43122,1594.719981
1441.443097,1441.443097,1441.443097,1475.066201,1639.028131,1595.743063,1441.443097,1441.443097,1441.443097,1475.066201,1555.360782,1769.378462
1441.480795,1441.480795,1441.480795,1455.843472,1668.115033,1543.375708,1441.480795,1441.480795,1441.480795,1455.843472,1605.55395,1803.2483
1442.610826,1442.610826,1442.610826,1441.477039,1611.576521,1486.989715,1442.610826,1442.610826,1442.610826,1441.477039,1618.967388,1520.77279
1441.443097,1441.443097,1441.443097,1441.481067,1634.432083,1521.836309,1441.443097,1441.443097,1441.443097,1441.481067,1441.476916,1874.288453
1441.205243,1441.205243,1441.205243,1441.477039,1450.747894,1445.575532,1441.205243,1441.205243,1441.205243,1441.477039,1447.427017,1441.480023
1441.205243,1441.205243,1441.205243,1454.816593,1462.255903,2555.857918,1441.205243,1441.205243,1441.205243,1454.816593,1458.468814,1455.847794
1441.481687,1441.481687,1441.481687,1441.478739,1457.114338,1441.482082,1441.481687,1441.481687,1441.481687,1441.478739,1444.541679,1441.482082
1453.848422,1453.848422,1453.848422,1449.958693,1455.856808,1468.213408,1453.848422,1453.848422,1453.848422,1449.958693,1468.027,1449.962036
1449.550038,1449.550038,1449.550038,1455.850143,1471.963278,10703.4874,1449.550038,1449.550038,1449.550038,1455.850143,1460.56337,1455.852323
1449.961641,1449.961641,1449.961641,1441.482373,3104.828002,1449.424225,1449.961641,1449.961641,1449.961641,1441.482373,1448.320854,1479.040293
1441.481687,1441.481687,1441.481687,1441.478739,1456.42159,1445.69207,1441.481687,1441.481687,1441.481687,1441.478739,1447.211509,1459.459124
1449.550038,1449.550038,1449.550038,1441.482373,1501.531885,1508.643074,1449.550038,1449.550038,1449.550038,1441.482373,1446.085144,1445.494475
1441.480795,1441.480795,1441.480795,1441.480447,1446.371462,1452.680962,1441.480795,1441.480795,1441.480795,1441.480447,1441.485409,1443.177998
1449.960749,1449.960749,1449.960749,1441.474267,11276.25629,9465.449347,1449.960749,1449.960749,1449.960749,1441.474267,1450.182776,1462.303202
1449.33807,1449.33807,1449.33807,1460.706551,1498.296529,1467.774448,1449.33807,1449.33807,1449.33807,1460.706551,1618.322344,1574.20751
1441.202035,1442.244295,1441.202035,1441.480447,1463.438415,1463.343045,1441.202035,1441.202035,1441.202035,1441.480447,1529.628683,1521.705618
1441.480065,1441.482693,1441.480065,591.738319,591.738319,591.738319,1441.480065,1441.480065,1441.480065,591.738319,591.738319,591.738319
1441.202035,1455.850464,1441.202035,1441.47884,1465.15961,1463.416328,1441.202035,1441.202035,1441.202035,1441.47884,1443.872153,1459.429561
1441.446304,1441.053854,1441.446304,1460.71199,1491.813353,1477.454464,1441.446304,1441.446304,1441.446304,1460.71199,1470.594626,1478.466509
1441.202035,1446.454504,1441.202035,1441.475967,1441.846397,1466.201589,1441.202035,1441.202035,1441.202035,1441.475967,1450.1113,1447.688643
1450.989188,1441.477247,1450.989188,1441.477304,1447.972508,1442.308703,1450.989188,1450.989188,1450.989188,1441.477304,1448.84863,1442.02666
1450.562976,1476.100605,1450.562976,1449.957258,1455.224495,1461.321821,1450.562976,1450.562976,1450.562976,1449.957258,1450.657863,1459.274663
1441.482693,1441.053854,1441.482693,1441.477304,1443.027624,1445.035359,1441.482693,1441.482693,1441.482693,1441.477304,1446.903684,1450.700802
1450.562976,1460.70366,1450.562976,1454.814803,1460.951758,1450.042674,1450.562976,1450.562976,1450.562976,1454.814803,1464.492957,1460.699081
1454.244274,1471.956369,1454.403308,1441.475967,1445.915196,1453.973668,1454.244274,1454.244274,1454.244274,1441.475967,1461.207384,1448.830101
1454.244274,1468.610974,1454.244274,591.738319,591.738319,591.738319,1454.244274,1454.244274,1454.244274,591.738319,591.738319,591.738319
1454.821295,1470.066355,1454.821295,591.738319,591.738319,591.738319,1454.821295,1454.821295,1454.821295,591.738319,591.738319,591.738319
1441.480065,1451.476355,1441.480065,1441.48424,6615.328646,1559.167245,1441.480065,1441.480065,1441.480065,1441.48424,1522.027628,1494.318358
591.738319,591.738319,591.738319,1441.480961,1594.936824,1513.814807,591.738319,591.738319,591.738319,1441.480961,1441.725343,1451.045291
591.738319,591.738319,591.738319,1441.48424,1452.927961,1464.421115,591.738319,591.738319,591.738319,1441.48424,1570.529072,1518.779616
1441.481947,1441.481947,1441.481947,1441.201989,10344.99375,14936.11977,1441.481947,1441.481947,1441.481947,1441.201989,1441.053854,1455.8505
1441.443439,1441.443439,1441.443439,1441.482568,1619.238887,2375.367071,1441.443439,1441.443439,1441.443439,1441.482568,1441.477984,1441.482729
1441.443439,1441.443439,1441.443439,1441.482568,1538.225538,1572.984557,1441.443439,1441.443439,1441.443439,1441.482568,1516.024857,1553.696328
1441.443439,1441.443439,1441.443439,1454.81767,1461.369505,1458.145098,1441.443439,1441.443439,1441.443439,1454.81767,4199.291367,1495.523222
1449.33655,1449.33655,1449.33655,1441.479253,1444.6751,1443.471433,1449.33655,1449.33655,1449.33655,1441.479253,1451.996944,1441.483158
1441.484206,1441.484206,1441.484206,1450.991875,1468.523785,1447.285498,1441.484206,1441.484206,1441.484206,1450.991875,1465.469115,1460.722661
1448.975425,1448.975425,1448.975425,591.738319,591.738319,591.738319,1448.975425,1448.975425,1448.975425,591.738319,591.738319,591.738319
1450.979609,1450.979609,1450.979609,1441.480795,1477.974131,1448.229227,1450.979609,1450.979609,1450.979609,1441.480795,1485.161353,1481.838015
1449.544111,1449.544111,1449.544111,1441.205242,10022.73104,1451.17775,1449.544111,1449.544111,1449.544111,1441.205242,1450.983675,1441.204895
1441.481947,1441.481947,1441.481947,1441.481687,1444.32668,5061.39321,1441.481947,1441.481947,1441.481947,1441.481687,1441.477846,1441.485989
1454.834269,1454.834269,1454.834269,1454.253896,1478.335591,1476.974579,1454.834269,1454.834269,1454.834269,1454.253896,1574.431524,1559.963546
1449.544111,1449.544111,1449.544111,1449.96164,1482.694839,1538.811722,1449.544111,1449.544111,1449.544111,1449.96164,1577.504553,1524.419562
1441.212349,1441.212349,1441.212349,1441.481687,1441.485989,3278.074506,1441.212349,1441.212349,1441.212349,1441.481687,1522.489842,1559.060209
1441.212349,1441.212349,1441.212349,1441.480795,6155.593171,2219.785008,1441.212349,1441.212349,1441.212349,1441.480795,1441.472744,1441.477846
1441.212349,1441.212349,1441.212349,1449.960748,6507.294328,1487.589521,1441.212349,1441.212349,1441.212349,1449.960748,1448.516796,1449.9578
1441.478367,1441.478367,1441.478367,1441.480065,12103.2676,3500.976412,1441.478367,1441.478367,1441.478367,1441.480065,1441.484077,1449.011993
1449.958321,1449.958321,1449.958321,1441.477331,1455.294387,1453.206213,1449.958321,1449.958321,1449.958321,1441.477331,1442.128806,1445.417105
1454.247797,1454.247797,1454.247797,1454.815711,1459.996895,1459.798219,1454.247797,1454.247797,1454.247797,1454.815711,1454.827775,1454.827775
1441.478367,1441.478367,1441.478367,1441.477331,1447.191815,1441.483783,1441.478367,1441.478367,1441.478367,1441.477331,1445.047141,1441.89895
1454.247797,1454.247797,1454.247797,591.738319,591.738319,591.738319,1454.247797,1454.247797,1454.247797,591.738319,591.738319,591.738319
1449.960006,1449.960006,1449.960006,1441.481947,1460.737516,1459.642814,1449.960006,1449.960006,1449.960006,1441.481947,9169.095193,1486.707502
1449.533808,1449.533808,1449.533808,1441.481947,1495.417916,1672.607618,1449.533808,1449.533808,1449.533808,1441.481947,18677.84213,1555.25955
1449.533808,1449.533808,1449.533808,1441.484206,5632.494612,1451.65379,1449.533808,1449.533808,1449.533808,1441.484206,1442.232761,1444.224291
1441.480052,1441.480052,1441.480052,1441.4819,5426.709949,14283.08869,1441.480052,1441.480052,1441.480052,1441.4819,1453.25106,1441.48169
1442.227682,1442.227682,1442.227682,1455.849671,6951.073581,1533.993175,1442.227682,1442.227682,1442.227682,1455.849671,1500.84082,1528.859284
1442.227682,1442.227682,1442.227682,1441.481228,1460.595419,4522.372604,1442.227682,1442.227682,1442.227682,1441.481228,1556.642073,1604.258266
1442.227682,1442.227682,1442.227682,1441.485274,11351.13629,5285.78233,1442.227682,1442.227682,1442.227682,1441.485274,1487.520303,1442.521518
1441.480052,1441.480052,1441.480052,1441.478517,1451.440622,1450.653505,1441.480052,1441.480052,1441.480052,1441.478517,1473.548819,1526.746463
591.738319,591.738319,591.738319,1441.485274,6393.32206,4064.835154,591.738319,591.738319,591.738319,1441.485274,1443.592199,1441.480692
591.738319,591.738319,591.738319,1454.829563,10283.78726,1464.48315,591.738319,591.738319,591.738319,1454.829563,1454.825162,1467.577812
1449.549458,1449.549458,1449.549458,1441.483516,14438.12509,15389.88413,1449.549458,1449.549458,1449.549458,1441.483516,1441.482229,1442.970959
1449.965228,1449.965228,1449.965228,1441.477975,1456.607854,1521.433678,1449.965228,1449.965228,1449.965228,1441.477975,1483.321408,1480.46749
1454.252155,1454.252155,1454.252155,1441.483516,1448.50373,1476.536242,1454.252155,1454.252155,1454.252155,1441.483516,1727.906087,1574.560947
1441.485274,1441.485274,1441.485274,591.738319,591.738319,591.738319,1441.485274,1441.485274,1441.485274,591.738319,591.738319,591.738319
1449.33865,1449.33865,1449.33865,1455.848354,1464.625266,1457.145757,1449.33865,1449.33865,1449.33865,1455.848354,1462.636984,1455.847466
1441.478517,1441.478517,1441.478517,1441.480584,1442.127864,1446.110084,1441.478517,1441.478517,1441.478517,1441.480584,1445.587769,1441.479696
1449.958471,1449.958471,1449.958471,1441.475716,1442.411625,1444.388968,1449.958471,1449.958471,1449.958471,1441.475716,1444.374053,1449.579639
1448.993176,1448.993176,1448.993176,1455.568806,1455.570059,1466.52162,1448.993176,1448.993176,1448.993176,1455.568806,1460.562158,1457.422691
1441.478517,1441.478517,1441.478517,1455.843487,1457.737647,1469.500495,1441.478517,1441.478517,1441.478517,1455.843487,1459.499751,1465.836343
1441.443677,1441.443677,1441.443677,1441.477611,1449.780094,1445.073353,1441.443677,1441.443677,1441.443677,1441.477611,1446.467525,1441.475479
1441.443677,1441.443677,1441.443677,1470.210364,1477.524176,1476.636331,1441.443677,1441.443677,1441.443677,1470.210364,1470.217094,1470.217094
1442.763955,1442.763955,1442.763955,1475.677213,1475.677213,1478.560307,1442.763955,1442.763955,1442.763955,1475.677213,1475.677213,1475.677213
1441.204662,1441.204662,1441.204662,1454.811637,1454.826923,1461.677297,1441.204662,1441.204662,1441.204662,1454.811637,1454.826923,1454.826923
1441.204662,1441.204662,1441.204662,1441.474822,1441.481552,1444.422701,1441.204662,1441.204662,1441.204662,1441.474822,1441.481552,1441.481552
1441.485274,1441.485274,1441.485274,1441.474822,1449.728625,1443.910711,1441.485274,1441.485274,1441.485274,1441.474822,1450.656113,1446.989327
1460.129064,1460.129064,1460.129064,591.738319,591.738319,591.738319,1460.129064,1460.129064,1460.129064,591.738319,591.738319,591.738319
1449.988385,1449.988385,1449.988385,591.738319,591.738319,591.738319,1449.988385,1449.988385,1449.988385,591.738319,591.738319,591.738319
1441.053854,1441.053854,1441.053854,1441.482724,1560.925525,1447.805775,1441.053854,1441.053854,1441.053854,1441.482724,1486.076525,1447.980967
1450.98761,1450.98761,1450.98761,1460.715639,1673.254414,1577.126744,1450.98761,1450.98761,1450.98761,1460.715639,1623.036626,2021.20459
1441.480264,1441.480264,1441.480264,1441.482724,1451.614205,1450.056629,1441.480264,1441.480264,1441.480264,1441.482724,1643.440916,1456.176082
1441.477975,1441.477975,1441.477975,1441.482673,1743.320265,1464.807837,1441.477975,1441.477975,1441.477975,1441.482673,1457.291233,1444.677844
1454.818353,1454.818353,1454.818353,1441.484022,1451.987999,1477.962318,1454.818353,1454.818353,1454.818353,1441.484022,1457.155216,1645.46557
1449.533808,1449.533808,1449.533808,1441.482293,2543.398088,1642.080528,1449.533808,1449.533808,1449.533808,1441.482293,1873.765084,2531.35395
1448.994497,1448.994497,1448.994497,1456.866422,1493.087989,1672.660838,1448.994497,1448.994497,1448.994497,1456.866422,1738.44342,2757.679606
1441.593164,1441.593164,1441.593164,591.738319,591.738319,591.738319,1441.593164,1441.593164,1441.593164,591.738319,591.738319,591.738319
1446.939028,1446.939028,1446.939028,1441.480208,1722.696958,1562.262988,1446.939028,1446.939028,1446.939028,1441.480208,1525.362112,2892.43372
1441.477975,1441.477975,1441.477975,1441.48276,2284.378949,1682.496288,1441.477975,1441.477975,1441.477975,1441.48276,1684.873709,1649.722639
1441.201907,1441.201907,1441.201907,1471.137962,1792.566752,2013.695369,1441.201907,1441.201907,1441.201907,1471.137962,1683.689904,1546.963455
591.738319,591.738319,591.738319,1453.754063,2027.476023,2196.497189,591.738319,591.738319,591.738319,1453.754063,1747.057606,1690.737765
591.738319,591.738319,591.738319,1441.482029,2360.503601,13127.57547,591.738319,591.738319,591.738319,1441.482029,8983.729781,1993.614061
1441.053854,1441.053854,1441.053854,1441.482162,1715.921306,1606.397759,1441.053854,1441.053854,1441.053854,1441.482162,1996.628972,2611.099388
1441.447304,1441.447304,1441.447304,1441.479363,1614.197974,1454.265075,1441.447304,1441.447304,1441.447304,1441.479363,1566.242516,1524.319381
1441.480584,1441.480584,1441.480584,1441.482938,1532.153575,1446.653799,1441.480584,1441.480584,1441.480584,1441.482938,1450.541672,1756.567496
1441.447304,1441.447304,1441.447304,1441.479363,1469.009119,1838.20139,1441.447304,1441.447304,1441.447304,1441.479363,1449.016134,1444.681627
1449.342277,1449.342277,1449.342277,1450.976263,2339.189774,3032.404765,1449.342277,1449.342277,1449.342277,1450.976263,1461.35786,1464.962729
1441.480584,1441.480584,1441.480584,1441.482938,1449.53863,1441.890952,1441.480584,1441.480584,1441.480584,1441.482938,1442.31704,1444.278235
1449.386626,1449.386626,1449.386626,1455.847157,1467.161163,1466.293244,1449.386626,1449.386626,1449.386626,1455.847157,1455.938965,1464.39814
1450.988837,1450.988837,1450.988837,1441.479386,2620.4083,1453.432117,1450.988837,1450.988837,1450.988837,1441.479386,1441.479483,1447.316177
1441.475717,1441.475717,1441.475717,1455.848658,1455.85329,1469.890677,1441.475717,1441.475717,1441.475717,1455.848658,1460.87249,1496.801312
1441.201036,1441.201036,1441.201036,1441.480887,1444.720934,1445.466266,1441.201036,1441.201036,1441.201036,1441.480887,1444.798213,1441.713333
1454.815187,1454.815187,1454.815187,1455.570614,2060.44312,4230.880839,1454.815187,1454.815187,1454.815187,1455.570614,1459.718467,1456.798913
1441.201036,1441.201036,1441.201036,591.738319,591.738319,591.738319,1441.201036,1441.201036,1441.201036,591.738319,591.738319,591.738319
1449.545832,1449.545832,1449.545832,1441.480284,1467.657958,1483.652812,1449.545832,1449.545832,1449.545832,1441.480284,1455.073167,1461.366173
1449.68099,1449.68099,1449.68099,1441.47951,4137.421566,1460.452492,1449.68099,1449.68099,1449.68099,1441.47951,1620.792438,1445.006523
1441.475717,1441.475717,1441.475717,1454.822822,1755.937991,1467.501106,1441.475717,1441.475717,1441.475717,1454.822822,1750.792112,1458.719564
