con-par,,,rand-par,,,cont-min,,,rand-min,,
6174419591,6174419591,6174419591,3172731249,3330564766,3253021966,6174419591,6174419591,6174419591,3172731249,3218038063,3203052195
6198103457,6182314213,6190208835,3170099707,3327933225,3250390425,6198103457,6198103457,6198103457,3170099707,3215406522,3200420654
6182314213,6177051132,6179682673,2170050702,2270218532,2387722651,6182314213,6182314213,6182314213,2170050702,2370216972,2195214386
6179682672,6190208835,6177051131,2162156079,2262323910,2379828029,6179682672,6179682672,6179682672,2162156079,2362322350,2187132452
6195471917,6200734999,6187577294,2164787620,2264955451,2382459570,6195471917,6195471917,6195471917,2164787620,2364953890,2189951304
6200734999,6203366539,6192840376,2167419160,2267586992,2385091110,6200734999,6200734999,6200734999,2167419160,2367585431,2192582845
6187577294,6198103457,6182314213,2148400670,2251255813,2360753768,6187577294,6187577294,6187577294,2148400670,2345935400,2170689733
6203366539,6195471917,6203366539,2145769130,2245936961,2366072621,6203366539,6203366539,6203366539,2145769130,2351254253,2168058192
6177051132,6184945754,6195471917,2356183329,2397981469,2410483400,6177051132,6177051132,6177051132,2356183329,2410347392,2530349066
6184945754,6187577294,6198103457,2369695655,2414125336,2421364185,6184945754,6184945754,6184945754,2369695655,2426491258,2549124473
6192840376,6192840376,6200734998,2374958736,2416756876,2423995726,6192840376,6192840376,6192840376,2374958736,2429122799,2551756013
6106917107,6106917107,6106917107,2377590277,2411493795,2429258807,6106917107,6106917107,6106917107,2377590277,2431754340,2546492932
6104285567,6104285567,6104285567,2372327196,2408862254,2426627267,6104285567,6104285567,6104285567,2372327196,2423859718,2543861391
6195828716,6195829193,6195828716,2358814869,2395349928,2407851859,6195828716,6195828716,6195828716,2358814869,2412978932,2532980606
6180039471,6180039948,6180039471,1713546806,1797796418,1802796418,6180039471,6180039471,6180039471,1713546806,1844799199,1829799437
6187934094,6187934571,6187934094,1716178346,1800427958,1805427958,6187934094,6187934094,6187934094,1716178346,1866991164,1832430977
6203723338,6203723815,6203723338,1710915265,1795164877,1800164877,6203723338,6203723338,6203723338,1710915265,1842167658,1827167896
6198460257,6198460733,6198460257,1718809887,1803059499,1808059499,6198460257,6198460257,6198460257,1718809887,1880559261,1835062519
6174776390,6174776867,6174776390,1667037499,1758037865,1758037865,6174776390,6174776390,6174776390,1667037499,1823037627,1808037865
6182671013,6182671490,6182671013,928859458.7,1016395989,978896375.6,6182671013,6182671013,6182671013,928859458.7,923895989.2,1053764253
6190565634,6190566111,6190565634,926227917.8,1019027529,981527915.8,6190565634,6190565634,6190565634,926227917.8,926527529.3,1056395794
6193197176,6193197653,6193197176,923596377,1013764448,976264834.6,6193197176,6193197176,6193197176,923596377,921264448.1,1059027335
6185302553,6185303030,6185302553,2300801747,2483469817,2518732899,6185302553,6185302553,6185302553,2300801747,2398732899,2401232899
6201091798,6201092274,6201091798,2306064828,2486101357,2521364439,6201091798,6201091798,6201091798,2306064828,2401364439,2403864439
6177407931,6177408408,6177407931,2289920961,2472589031,2502589031,6177407931,6177407931,6177407931,2289920961,2382589031,2385089031
6211617960,6211618437,6211617960,2308696369,2491364439,2516101357,6211617960,6211617960,6211617960,2308696369,2396101357,2398601357
6208986420,6208986897,6208986420,2303433288,2488732898,2513469817,6208986420,6208986420,6208986420,2303433288,2393469817,2395969817
6206354879,6206355356,6206354879,2271033162,2453701233,2483701233,6206354879,6206354879,6206354879,2271033162,2363701233,2366201233
6205998080,6205998080,6205998080,2273664703,2456332774,2486332774,6205998080,6205998080,6205998080,2273664703,2366332774,2368832774
6174419591,6174419591,6174419591,1469315429,1533317997,1448449119,6174419591,6174419591,6174419591,1469315429,1523837177,1383620771
6182314213,6177051131,6179682672,1471946970,1535949076,1445817578,6182314213,6182314213,6182314213,1471946970,1515643701,1380989230
6190208835,6179682672,6184945754,1477453133,1541455239,1453955282,6190208835,6190208835,6190208835,1477453133,1526468717,1417123914
6198103457,6182314212,6190208835,1480084675,1544086780,1456586823,6198103457,6198103457,6198103457,1480084675,1529100258,1419755455
6187577294,6187577294,6182314212,2057272259,2220108400,2450118572,6187577294,6187577294,6187577294,2057272259,2327608400,2337608161
6203366538,6192840375,6192840375,2059903800,2222739940,2452750113,6203366538,6203366538,6203366538,2059903800,2330239940,2340239702
6195471916,6190208835,6187577294,2062535341,2225371481,2455381653,6195471916,6195471916,6195471916,2062535341,2332871481,2342871242
6179682672,6184945754,6177051131,2043253769,2206089909,2436287392,6179682672,6179682672,6179682672,2043253769,2308589909,2318589671
6177051132,6195471917,6195471917,2054453406,2217289547,2447299719,6177051132,6177051132,6177051132,2054453406,2324976858,2334976620
6200734998,6203366538,6203366538,2051634555,2214470695,2441793556,6200734998,6200734998,6200734998,2051634555,2322345317,2332345079
6184945754,6198103457,6198103457,1375128246,1651515325,1559259402,6184945754,6184945754,6184945754,1375128246,1563880877,1621541608
6192840376,6200734998,6200734998,1369865164,1646252244,1553996321,6192840376,6192840376,6192840376,1369865164,1558617796,1618910067
6104285566,6104285566,6104285566,1372496705,1643620702,1551177468,6104285566,6104285566,6104285566,1372496705,1561249337,1613646985
6106917107,6106917107,6106917107,1377759787,1648883784,1556627861,6106917107,6106917107,6106917107,1377759787,1566512419,1616278526
6203725119,6203724053,6203725119,2143637811,2346473952,2129161263,6203725119,6203725119,6203725119,2143637811,2348786640,2281473952
6180041252,6180040187,6180041252,2154518598,2362617820,2139986278,6180041252,6180041252,6180041252,2154518598,2362486278,2297617819
6195830497,6195829431,6195830497,2159781679,2365249360,2142617819,6195830497,6195830497,6195830497,2159781679,2365117819,2300249360
6187935875,6187934809,6187935875,2157150138,2357354738,2137354738,6187935875,6187935875,6187935875,2157150138,2359854738,2292354738
6185304334,6185303269,6185304334,2162413219,2359986278,2145249360,6185304334,6185304334,6185304334,2162413219,2367749360,2294986278
6201093578,6201092513,6201093578,2086322639,2332717693,2115217693,6201093578,6201093578,6201093578,2086322639,2337717693,2265217693
6177409712,6177408646,6177409712,372315393.8,606984755.5,699484755.5,6177409712,6177409712,6177409712,372315393.8,674484755.5,621984907.7
6193198956,6193197890,6193198956,375134245.8,609803607.3,702303607.3,6193198956,6193198956,6193198956,375134245.8,677303607.3,624803759.4
6174778171,6174777105,6174778171,1923577233,2166572939,2029081451,6174778171,6174778171,6174778171,1923577233,2199081250,1900814593
6190567415,6190566349,6190567415,1915383758,2158379464,2018256436,6190567415,6190567415,6190567415,1915383758,2190887776,1873743352
6198462038,6198460972,6198462038,1912752218,2155747924,2020887977,6198462038,6198462038,6198462038,1912752218,2188256235,1876374894
6182672793,6182671728,6182672793,1928840314,2171836021,2034344533,6182672793,6182672793,6182672793,1928840314,2204344332,1906077675
6208988200,6208987135,6208988200,1926208774,2169204480,2031712992,6208988200,6208988200,6208988200,1926208774,2201712791,1903446135
6206356660,6206355595,6206356660,926227919.3,1152286732,1014893476,6206356660,6206356660,6206356660,926227919.3,1084786732,1132169257
6211619742,6211618676,6211619742,928859459.4,1154918272,1009630395,6211619742,6211619742,6211619742,928859459.4,1087418272,1137432338
6205998080,6205998080,6205998080,923596378,1149655191,1012261936,6205998080,6205998080,6205998080,923596378,1081780568,1134800798
6195471917,6179682673,6187577295,1705550301,1796551492,1947885528,6195471917,6195471917,6195471917,1705550301,1703554512,1838422971
6200734998,6182314213,6190208836,1713688005,1804689197,1961193269,6200734998,6200734998,6200734998,1713688005,1711692216,1849192216
6179682673,6174419591,6177051132,1711056465,1802057656,1958561728,6179682673,6179682673,6179682673,1711056465,1709060675,1846560676
6187577295,6177051132,6182314213,1702918761,1793919952,1945253987,6187577295,6187577295,6187577295,1702918761,1700922972,1841054512
6203366539,6203366539,6192840376,1659040145,1752166714,1918657655,6203366539,6203366539,6203366539,1659040145,1689666713,1824666713
6177051132,6192840376,6174419591,1915464516,2138177447,2050545906,6177051132,6177051132,6177051132,1915464516,1726044854,2107914647
6184945754,6198103458,6179682673,1920727598,2135545906,2047914365,6184945754,6184945754,6184945754,1920727598,1728676394,2110546188
6192840377,6200734998,6184945754,1926233761,2143683610,2058683610,6192840377,6192840377,6192840377,1926233761,1734182558,2118683892
6174419591,6184945754,6195471917,1928865302,2146315151,2061315151,6174419591,6174419591,6174419591,1928865302,1736814098,2121315433
6198103458,6195471917,6203366539,1918096057,2132914365,2053177447,6198103458,6198103458,6198103458,1918096057,1723413312,2113177729
6182314213,6187577295,6198103458,477502705.9,559681488.2,634549948.1,6182314213,6182314213,6182314213,477502705.9,604175325.1,689175325.1
6190208836,6190208836,6200734998,480134246.7,557049947.7,637181487.8,6190208836,6190208836,6190208836,480134246.7,607181487.8,692181487.8
6104285567,6104285567,6104285567,1361440807,1562132329,1696757706,6104285567,6104285567,6104285567,1361440807,1519632329,1499632359
6106917108,6106917108,6106917108,1369821593,1570325804,1707825804,6106917108,6106917108,6106917108,1369821593,1527825804,1507825834
6187938599,6187939076,6187938599,1375084675,1575589197,1713088885,6187938599,6187938599,6187938599,1375084675,1533088885,1513088914
6180043978,6180044455,6180043978,1372453134,1572957344,1710457344,6180043978,6180043978,6180043978,1372453134,1530457344,1510457374
6203727844,6203728321,6203727844,1471946971,1751163335,1683663335,6203727844,6203727844,6203727844,1471946971,1608663335,1666163335
6195833222,6195833699,6195833222,1469315430,1748532337,1681031794,6195833222,6195833222,6195833222,1469315430,1606031794,1663344483
6193201681,6193202158,6193201681,1477453134,1756669498,1689169498,6193201681,6193201681,6193201681,1477453134,1614169498,1671669498
6185307059,6185307536,6185307059,1480084675,1775612218,1691801038,6185307059,6185307059,6185307059,1480084675,1616801038,1674301038
6177412437,6177412914,6177412437,2369695894,2321451782,2353699930,6177412437,6177412437,6177412437,2369695894,2601142584,2423832639
6201096304,6201096781,6201096304,2374958975,2324083323,2358963011,6201096304,6201096304,6201096304,2374958975,2603774125,2429095721
6190570141,6190570617,6190570141,2377590515,2318820241,2361594552,6190570141,6190570141,6190570141,2377590515,2609037206,2426464180
6182675519,6182675995,6182675519,2372327434,2316188701,2356331470,6182675519,6182675519,6182675519,2372327434,2606405665,2421201099
6174780897,6174781374,6174780897,2358815107,2302676374,2342819144,6174780897,6174780897,6174780897,2358815107,2587442946,2407688772
6198464763,6198465240,6198464763,2356183567,2305307915,2340187602,6198464763,6198464763,6198464763,2356183567,2590261798,2410320313
6206359385,6206359862,6206359385,1702918761,1807917618,1626802933,6206359385,6206359385,6206359385,1702918761,2024401625,1701802933
6208990926,6208991403,6208990926,1705550302,1810549159,1624171392,6208990926,6208990926,6208990926,1705550302,2027220478,1699171392
6211622466,6211622943,6211622466,1713688005,1818686863,1634940637,6211622466,6211622466,6211622466,1713688005,2035358181,1709940637
6000998079,6205998085,6000998079,1711056465,1816055322,1632309096,6000998079,6000998079,6000998079,1711056465,2032726640,1707309096
5974682672,6174419596,5972051131,1659040145,1762915135,1612915135,5974682672,5974682672,5974682672,1659040145,1995407586,1685415135
5982577294,6177051137,5977314212,477677579.8,524011615,526511615,5982577294,5982577294,5982577294,477677579.8,556604212,541541120.5
5998366539,6182314218,5985208835,480309120.4,526643154.7,529143154.7,5998366539,5998366539,5998366539,480309120.4,559235751.8,544172660.3
5990471916,6179682678,5982577294,2736014634,2716182703,2728682703,5990471916,5990471916,5990471916,2736014634,2903682703,2888682703
5979945754,6187577301,5974682672,2749526960,2732326571,2742195030,5979945754,5979945754,5979945754,2749526960,2917195030,2902195030
5995734998,6192840381,5987840375,2754790042,2737589652,2744826571,5995734998,5995734998,5995734998,2754790042,2919826571,2904826571
5972051131,6184945760,5969419590,2752158501,2729695029,2747458111,5972051131,5972051131,5972051131,2752158501,2922458111,2907458111
5987840376,6190208841,5979945754,2757421582,2734958111,2750089652,5987840376,5987840376,5987840376,2757421582,2925089652,2910089652
5993103457,6203366545,5998366539,2738646174,2718814244,2731314244,5993103457,5993103457,5993103457,2738646174,2906314244,2891314244
5985208835,6200735004,5995734998,2711752213,2696920282,2706920282,5985208835,5985208835,5985208835,2711752213,2881920282,2869420282
5977314212,6198103463,5993103457,2714383753,2699551823,2709551823,5977314212,5977314212,5977314212,2714383753,2884551823,2872051823
5969419591,6195471922,5990471916,928859458.5,1077417795,1079757882,5969419591,5969419591,5969419591,928859458.5,1117286254,1164794401
5899285567,6104285573,5899285567,926227918.3,1072154714,1082389423,5899285567,5899285567,5899285567,926227918.3,1114654714,1167425942
5901917107,6106917113,5901917107,923596377.6,1074786254,1077126342,5901917107,5901917107,5901917107,923596377.6,1119917795,1162162861
6180039937,6180039937,6180039937,2708638434,2840177069,2832676838,6180039937,6180039937,6180039937,2708638434,2820045528,2787545528
6187934560,6187934560,6187934560,2700743811,2832282446,2827413756,6187934560,6187934560,6187934560,2700743811,2814782446,2782282446
6195829182,6195829182,6195829182,2695480730,2829650905,2824782215,6195829182,6195829182,6195829182,2695480730,2812150905,2779650906
6203723803,6203723803,6203723803,2703375352,2837545528,2830045297,6203723803,6203723803,6203723803,2703375352,2817413987,2784913987
6193197640,6193197640,6193197640,2698112270,2834913987,2822150675,6193197640,6193197640,6193197640,2698112270,2822677069,2790177069
6177408397,6177408397,6177408397,2706006893,2842808609,2835308378,6177408397,6177408397,6177408397,2706006893,2825308609,2792808609
6201092263,6201092263,6201092263,2583857399,2799770780,2792270549,6201092263,6201092263,6201092263,2583857399,2782270780,2749770780
6185303019,6185303019,6185303019,2930163989,3088933839,3118934609,6185303019,6185303019,6185303019,2930163989,2924110865,3129124250
6198460722,6198460722,6198460722,2952001330,3108008100,3143459263,6198460722,6198460722,6198460722,2952001330,2940685125,3150961592
6174776855,6174776855,6174776855,2946550937,3105376559,3138008870,6174776855,6174776855,6174776855,2946550937,2937866273,3145511199
6182671478,6182671478,6182671478,2960083264,3121540427,3151541196,6182671478,6182671478,6182671478,2960083264,2954030141,3159043526
6190566100,6190566100,6190566100,2957451723,3118908885,3148909655,6190566100,6190566100,6190566100,2957451723,2951398599,3156411985
6206355344,6206355344,6206355344,2954820182,3116277345,3146278115,6206355344,6206355344,6206355344,2954820182,2948767059,3153780444
6208986885,6208986885,6208986885,2943919396,3110639641,3135377329,6208986885,6208986885,6208986885,2943919396,2943503978,3142879659
6211618426,6211618426,6211618426,2949369789,3113458493,3140827722,6211618426,6211618426,6211618426,2949369789,2946135518,3148330052
6205998079,6205998079,6205998079,1702918761,1686671393,1812917618,6205998079,6205998079,6205998079,1702918761,1711671393,1694171393
6182314213,6182314213,6182314213,1705550301,1689302933,1815549159,6182314213,6182314213,6182314213,1705550301,1714302933,1696802933
6190208835,6190208835,6190208835,1713688005,1697440638,1823686864,6190208835,6190208835,6190208835,1713688005,1722440638,1704940638
6174419591,6174419591,6174419591,1711056466,1694809097,1821055322,6174419591,6174419591,6174419591,1711056466,1719809097,1702309097
6198103457,6198103457,6198103457,1659040145,1670415135,1793412116,6198103457,6198103457,6198103457,1659040145,1695415135,1680415135
6184945753,6184945753,6184945753,928859459,1092113144,1159481603,6184945753,6184945753,6184945753,928859459,944613144,1077113391
6200734998,6200734998,6200734998,923596377.9,1086850063,1156850063,6200734998,6200734998,6200734998,923596377.9,939350062.6,1071850309
6192840376,6192840376,6192840376,926227917.7,1089481603,1162113144,6192840376,6192840376,6192840376,926227917.7,941981602.9,1074481850
6177051131,6177051131,6177051131,1028727919,1029417658,1144417658,6177051131,6177051131,6177051131,1028727919,1129417658,1094417658
6187577294,6187577294,6187577294,1031359460,1032049198,1147049198,6187577294,6187577294,6187577294,1031359460,1132049198,1097049198
6203366539,6203366539,6203366539,1023221756,1023911494,1138911494,6203366539,6203366539,6203366539,1023221756,1123911494,1088911494
6195471916,6195471916,6195471916,928859459.5,1201864401,1219363973,6195471916,6195471916,6195471916,928859459.5,1136732378,1254233499
6179682672,6179682672,6179682672,926227918.8,1196601320,1216732616,6179682672,6179682672,6179682672,926227918.8,1139363918,1256865039
6106917107,6106917107,6106917107,923596378.3,1199232861,1213913580,6106917107,6106917107,6106917107,923596378.3,1133913525,1251601958
6104285566,6104285566,6104285566,1713688005,1712440638,1757440638,6104285566,6104285566,6104285566,1713688005,1353269320,1857440637
6190567416,6190567416,6190567416,1711056465,1709809097,1754809097,6190567416,6190567416,6190567416,1711056465,1350637779,1854809097
6182672793,6182672793,6182672793,1702918761,1704302934,1749302934,6182672793,6182672793,6182672793,1702918761,1316253849,1846671393
6198462038,6198462038,6198462038,1705550302,1701671393,1746671393,6198462038,6198462038,6198462038,1705550302,1319072701,1849302933
6174778171,6174778171,6174778171,1659040145,1690415135,1730415135,6174778171,6174778171,6174778171,1659040145,1304997591,1830415135
6193198956,6193198956,6193198956,1710903067,2070264186,2042573241,6193198956,6193198956,6193198956,1710903067,1989648149,1981398904
6177409712,6177409712,6177409712,1708084216,2067632645,2039754390,6177409712,6177409712,6177409712,1708084216,1986829297,1978580052
6185304334,6185304334,6185304334,1713721920,2072895727,2045392094,6185304334,6185304334,6185304334,1713721920,2005307075,1984217756
6201093578,6201093578,6201093578,1718985001,2078158808,2050655175,6201093578,6201093578,6201093578,1718985001,2010570157,1992730083
6180041252,6180041252,6180041252,1716353460,2075527267,2048023634,6180041252,6180041252,6180041252,1716353460,2007938616,1986849297
6187935874,6187935874,6187935874,2722765388,3043181917,3053181917,6187935874,6187935874,6187935874,2722765388,2990494606,3000681722
6203725119,6203725119,6203725119,2749790041,3070206571,3080206571,6203725119,6203725119,6203725119,2749790041,3017706571,3027706376
6195830496,6195830496,6195830496,2752421582,3072838111,3082838111,6195830496,6195830496,6195830496,2752421582,3020338111,3030337916
6211619741,6211619741,6211619741,2747158500,3067575029,3077575029,6211619741,6211619741,6211619741,2747158500,3015075029,3025074834
6208988200,6208988200,6208988200,2744526960,3064943489,3074943489,6208988200,6208988200,6208988200,2744526960,3012443489,3022443295
6206356660,6206356660,6206356660,2725396929,3045813458,3055813458,6206356660,6206356660,6206356660,2725396929,2993313458,3003313263
6205998079,6205998079,6205998079,2714383753,3034800282,3044800282,6205998079,6205998079,6205998079,2714383753,2984800282,2992300087
6203366538,6203366538,6203366538,2711752212,3032168741,3042168741,6203366538,6203366538,6203366538,2711752212,2982168741,2989668547
6195471915,6195471915,6195471915,1469315429,1608485844,1578485887,6195471915,6195471915,6195471915,1469315429,1555985961,1367816568
6184945752,6184945752,6184945752,1480084672,1619255088,1589255131,6184945752,6184945752,6184945752,1480084672,1566755088,1385084301
6179682671,6179682671,6179682671,1477453132,1616623548,1586623590,6179682671,6179682671,6179682671,1477453132,1564123548,1379203517
6177051130,6177051130,6177051130,1471946969,1611117384,1581117427,6177051130,6177051130,6177051130,1471946969,1558617384,1370448108
6187577293,6187577293,6187577293,1256825088,1336156103,1165659123,6187577293,6187577293,6187577293,1256825088,1433826140,1413655872
6192840375,6192840375,6192840375,1262331250,1341662266,1171165285,6192840375,6192840375,6192840375,1262331250,1439332303,1419162035
6200734997,6200734997,6200734997,1264962792,1344293807,1173796826,6200734997,6200734997,6200734997,1264962792,1441963844,1421793576
6190208834,6190208834,6190208834,1226383028,1325274468,1157277487,6190208834,6190208834,6190208834,1226383028,1420274468,1388775747
6198103456,6198103456,6198103456,1223409067,1039467879,1079467879,6198103456,6198103456,6198103456,1223409067,1154467879,1149462872
6174419590,6174419590,6174419590,1226040609,1042099420,1082099420,6174419590,6174419590,6174419590,1226040609,1157099420,1152094413
6182314212,6182314212,6182314212,1228859460,1044918272,1084918272,6182314212,6182314212,6182314212,1228859460,1159918272,1154913265
6104285565,6104285565,6104285565,1228859482,893360512,928369325.9,6104285565,6104285565,6104285565,1228859482,1033391962,938395647.1
6106917105,6106917105,6106917105,1223409067,887910119.6,925550474.3,6106917105,6106917105,6106917105,1223409067,1027754259,935576795.5
6187934139,6187934139,6187934139,1226040608,890541660,922731621.8,6187934139,6187934139,6187934139,1226040608,1030573110,932945254.4
6195828760,6195828760,6195828760,1920727360,1944434746,1932593738,6195828760,6195828760,6195828760,1920727360,2005099499,1696924808
6180039516,6180039516,6180039516,1918095820,1947066286,1927377178,6180039516,6180039516,6180039516,1918095820,1994508317,1683412482
6203723383,6203723383,6203723383,1926233523,1957891301,1943269938,6203723383,6203723383,6203723383,1926233523,2010316058,1702430971
6198460301,6198460301,6198460301,1928865064,1960522841,1945901478,6198460301,6198460301,6198460301,1928865064,2015532617,1705062512
6174776435,6174776435,6174776435,1915464279,1955259761,1924745638,6174776435,6174776435,6174776435,1915464279,1989002154,1686044022
6190565680,6190565680,6190565680,2144331286,2167354737,2072167425,6190565680,6190565680,6190565680,2144331286,2246980114,2242749359
6182671057,6182671057,6182671057,2141512433,2164723195,2069535884,6182671057,6182671057,6182671057,2141512433,2244348572,2240117817
6177407976,6177407976,6177407976,2149781678,2172617818,2077617818,6177407976,6177407976,6177407976,2149781678,2255117818,2234854737
6193197220,6193197220,6193197220,2147150138,2169986277,2074986277,6193197220,6193197220,6193197220,2147150138,2252486277,2232223196
6185302597,6185302597,6185302597,2152413219,2175249359,2080249359,6185302597,6185302597,6185302597,2152413219,2257749359,2237486277
6201091842,6201091842,6201091842,2056200281,2140217693,2050217693,6201091842,6201091842,6201091842,2056200281,2225217693,2207717693
6211618005,6211618005,6211618005,1471946970,1465699601,1362782254,6211618005,6211618005,6211618005,1471946970,1695704543,1485342767
6208986465,6208986465,6208986465,1469315429,1463068059,1360150714,6208986465,6208986465,6208986465,1469315429,1692885690,1487974307
6206354923,6206354923,6206354923,1480084674,1473837304,1376089995,6206354923,6206354923,6206354923,1480084674,1703842246,1503867067
6205998079,6205998079,6205998079,1477453133,1471205763,1373458455,6205998079,6205998079,6205998079,1477453133,1701210706,1493480471
6192840374,6192840374,6192840374,2157150138,2232354738,2327354506,6192840374,6192840374,6192840374,2157150138,2287354738,2259854507
6187577293,6187577293,6187577293,2162413220,2237617820,2335249128,6187577293,6187577293,6187577293,2162413220,2289986279,2262486048
6177051130,6177051130,6177051130,2143637811,2221473952,2316473720,6177051130,6177051130,6177051130,2143637811,2276473952,2248973721
6203366538,6203366538,6203366538,2154518597,2234986279,2329986047,6203366538,6203366538,6203366538,2154518597,2292617820,2265117589
6190208834,6190208834,6190208834,2159781679,2240249360,2332617588,6190208834,6190208834,6190208834,2159781679,2295249360,2267749129
6198103456,6198103456,6198103456,2086322639,2205217694,2300217462,6198103456,6198103456,6198103456,2086322639,2260217694,2235217463
6182314212,6182314212,6182314212,1471946968,1535958032,1558318710,6182314212,6182314212,6182314212,1471946968,1570817497,1292125696
6174419590,6174419590,6174419590,1477453132,1541464196,1566456414,6174419590,6174419590,6174419590,1477453132,1578955201,1297631860
6195471916,6195471916,6195471916,1480084672,1544095736,1569087955,6195471916,6195471916,6195471916,1480084672,1581586742,1300263401
6200734997,6200734997,6200734997,1469315428,1533326492,1560950251,6200734997,6200734997,6200734997,1469315428,1573449038,1289494156
6184945753,6184945753,6184945753,3127575913,2998286675,3037912052,6184945753,6184945753,6184945753,3127575913,3007912052,3160412052
6179682671,6179682671,6179682671,3151969026,3019805165,3062305165,6179682671,6179682671,6179682671,3151969026,3032305165,3184805165
6106917106,6106917106,6106917106,3157232106,3025068246,3067568246,6106917106,6106917106,6106917106,3157232106,3037568246,3190068246
6104285566,6104285566,6104285566,3146705944,3014542084,3057042084,6104285566,6104285566,6104285566,3146705944,3027042084,3182173625
6185304346,6185304346,6185304346,3154600566,3022436706,3064936706,6185304346,6185304346,6185304346,3154600566,3034936706,3187436706
6193198968,6193198968,6193198968,3149337485,3017173624,3059673624,6193198968,6193198968,6193198968,3149337485,3029673624,3179542084
6177409723,6177409723,6177409723,3159863648,3027699787,3070199787,6177409723,6177409723,6177409723,3159863648,3040199787,3192699787
6201093590,6201093590,6201093590,3046262251,2976655795,3021655795,6201093590,6201093590,6201093590,3046262251,2991655795,3144155795
6180041264,6180041264,6180041264,480134246.1,594671828.8,622176007.1,6180041264,6180041264,6180041264,480134246.1,629671828.8,564519797.2
6203725131,6203725131,6203725131,477502705.4,597303369.3,624807547.6,6203725131,6203725131,6203725131,477502705.4,632303369.3,567338649.3
6187935887,6187935887,6187935887,3269897560,3121567974,3436567497,6187935887,6187935887,6187935887,3269897560,3481567735,3361567735
6195830509,6195830509,6195830509,3272529101,3124199515,3439199038,6195830509,6195830509,6195830509,3272529101,3484199276,3364199276
6182672805,6182672805,6182672805,3267266019,3118936433,3433935956,6182672805,6182672805,6182672805,3267266019,3478936195,3358936195
6198462049,6198462049,6198462049,3275160641,3126831055,3441830578,6198462049,6198462049,6198462049,3275160641,3486830816,3366830816
6174778183,6174778183,6174778183,3251122152,3100161025,3417792089,6174778183,6174778183,6174778183,3251122152,3462792327,3340160787
6190567427,6190567427,6190567427,3256385234,3102792566,3423055170,6190567427,6190567427,6190567427,3256385234,3468055408,3342792327
6208988213,6208988213,6208988213,3253753693,3108055647,3420423630,6208988213,6208988213,6208988213,3253753693,3465423868,3348055409
6206356672,6206356672,6206356672,3248490612,3105424107,3415160549,6206356672,6206356672,6206356672,3248490612,3460160787,3345423868
6211619753,6211619753,6211619753,1463940815,1449500195,1494498049,6211619753,6211619753,6211619753,1463940815,1472017469,1511825866
6205998079,6205998079,6205998079,1474634290,1457880980,1500191523,6205998079,6205998079,6205998079,1474634290,1485380980,1525376689
6182314212,6182314212,6182314212,1477265830,1460512521,1503010375,6182314212,6182314212,6182314212,1477265830,1488012521,1528008230
6203366538,6203366538,6203366538,1480084682,1463144062,1505641916,6203366538,6203366538,6203366538,1480084682,1490644062,1530639770
6192840375,6192840375,6192840375,1708424924,1900806673,1733929135,6192840375,6192840375,6192840375,1708424924,1776692216,2085930187
6177051131,6177051131,6177051131,1713688005,1903438214,1739192217,6177051131,6177051131,6177051131,1713688005,1774060676,2091193269
