con-par,,rand-par,,cont-min,,rand-min,
25029.11686,25467.36622,22925.54346,23863.32304,33201.98836,33201.98837,17721.24332,18253.18139
20356.52419,20134.47952,23082.81452,23997.87939,32198.5144,32198.5144,19725.92416,20275.91909
17514.96465,17358.13676,22289.11228,23181.81171,26320.83464,26320.83464,22906.7099,22975.32579
18101.3294,17640.09398,28381.66497,28883.03867,29023.42403,29023.42403,16862.19444,16473.057
18104.2127,17684.30104,25612.45205,26585.16893,29824.61914,29824.61914,22949.99357,22633.13352
22152.73192,22599.31051,23927.64699,24888.09679,49525.18921,49525.18921,19311.54238,19469.1633
24689.96483,24198.50655,22347.68054,22716.95315,49486.21071,49486.21071,14390.84346,15246.28508
23901.95557,23479.3439,22104.28792,23013.13992,49057.73719,49057.73719,19529.70786,18872.5984
23267.54618,23015.23746,24375.57576,24654.26734,47714.10636,47714.10636,19875.76618,19431.8998
24307.72576,24055.37892,27054.82946,27556.09045,33365.2625,33365.2625,19863.96881,20450.55875
22722.62517,23119.58242,23470.4908,23674.48996,36446.71389,36446.71389,21992.17456,21365.79861
25470.46408,25312.63258,28322.39976,28928.3333,38586.18253,38586.18253,21446.75703,21553.02253
21654.8011,21936.16608,25101.27767,27253.02642,36942.05906,36942.05906,31377.90218,28615.35952
21360.37112,21397.17377,24345.37777,25460.2256,42520.70366,42520.70366,17570.31587,19028.48218
20572.51574,20644.1815,23818.46555,24686.61147,45913.40254,45913.40255,17406.5623,18008.37644
24768.65586,24970.46255,24784.09394,25934.44141,43455.39201,43455.39201,21147.28186,22655.33728
25496.79491,25179.95795,24765.82794,25433.24028,40068.78693,40068.78693,19569.10391,19425.80845
20464.16458,21384.67783,23584.88461,23703.64103,34676.82715,34676.82715,18796.12486,18878.29409
22133.81007,22696.46205,20357.34316,21707.4922,32931.87242,32931.87242,16377.32974,16767.27702
19053.52266,19049.70075,24199.04709,24919.85087,27537.81197,27537.81197,18001.05762,18956.64482
18642.49628,18706.78327,25466.40346,26498.88384,29385.65806,29385.65807,17701.97938,17792.18281
18876.08187,18500.69413,21877.48019,24795.86127,27640.53599,27640.53599,16451.70795,18163.45734
19167.70123,19315.16879,25942.04248,25901.02309,24252.03941,24252.03942,16994.26383,17862.15099
17325.20637,17056.9458,23784.77538,24349.43663,18871.34214,18871.34215,23280.44611,23207.8719
16682.32721,16595.90171,25473.65953,25869.86545,22790.09848,22790.09848,23053.30471,22115.42468
16157.00298,16209.07404,24734.67008,25499.46537,22823.30843,22823.30843,20916.9278,21229.39858
21356.01356,21403.42841,26372.32057,26428.36843,22692.33161,22692.33161,17864.6169,18337.89215
14964.68672,15073.49772,26812.29563,27323.44974,20043.99573,20043.99573,27912.14033,26867.99062
13629.94394,13599.75193,26697.58893,27350.21378,19510.85909,19510.8591,21504.52298,20932.88365
23973.47657,24494.60652,23591.70539,24629.63838,21714.75429,21714.75429,17481.88421,17702.05956
19844.76918,19833.22971,27940.19803,28278.54735,20390.21844,20390.21844,23269.98765,22475.85847
18133.86612,18261.12857,23166.14312,24190.84375,19428.86578,19428.86578,16038.25182,16917.84354
19491.06864,19276.05708,21901.98537,22743.56621,25497.12463,25497.12463,16486.25641,16045.25646
20177.6391,20177.28857,32766.80747,32303.14141,34915.70787,34915.70787,22403.97013,22029.60154
22150.87884,21947.09933,27892.26977,27406.63745,30359.55538,30359.55538,18902.05582,19971.42746
18999.67476,18788.23975,36727.1063,36341.53027,34285.16532,34285.16532,54069.18394,54457.30731
19660.32896,19606.50776,39235.28113,38070.06939,33136.84432,33136.84432,51267.61298,52585.40166
18462.55796,18495.41357,35808.96828,34925.29032,31727.84146,31727.84146,20820.41485,21901.61163
22200.40997,22111.77147,29285.55139,29626.99886,36139.16972,36139.16972,19871.44407,21012.33584
20974.68737,21453.7582,28996.19674,28775.87495,28682.14778,28682.14778,23546.84182,23381.61169
20444.98232,20539.21139,26869.25527,26455.60843,36882.66514,36882.66515,24041.12579,26115.03283
16777.14917,17013.45608,31757.06999,31090.40955,35682.04401,35682.04401,21899.99813,23272.10158
18141.51128,18319.65927,28094.89327,27996.36639,40770.64936,40770.64936,22553.91046,22497.76746
16616.41071,16687.4524,30104.77706,29313.00957,34769.40734,34769.40734,19410.81796,20320.01515
24171.10868,23980.67865,25519.18253,25636.33037,43323.76797,43323.76797,20470.23655,20955.72285
18528.28781,18485.20082,31307.63846,30724.73162,31735.49845,31735.49845,29468.79848,32801.60948
19807.06278,19694.19089,30702.40813,30917.18138,33110.91829,33110.91829,26395.11221,26352.73609
19383.37516,19501.77152,23683.55545,23177.45447,35435.69587,35435.69587,14850.79728,15444.82178
23185.53477,23114.29306,24697.8102,25086.75586,38698.51117,38698.51118,16917.15964,16697.83851
19187.99643,19495.77752,20076.12968,20337.55378,40288.63377,40288.63377,16015.2021,16282.58939
19492.38456,19049.40782,20626.34469,21131.66537,34345.8691,34345.8691,15235.25805,15484.84381
18838.17574,19034.03562,25153.64323,25326.07861,25617.57759,25617.57759,15378.64148,15820.75992
20484.42176,19955.49015,25643.77661,26435.68606,32369.27849,32369.27849,18207.33343,18797.13721
17825.98365,17917.71587,21174.45461,21816.25787,20169.80561,20169.80561,13742.79636,14136.63254
17534.29635,17410.58763,21532.60229,22604.81202,29810.53206,29810.53206,13403.03231,13636.7907
16866.68372,16806.7407,23523.66773,24043.77308,29648.68701,29648.68701,15967.91942,17054.06414
21838.01184,22078.37372,22183.90864,22597.52784,21984.52988,21984.52988,16772.40542,17296.54077
17494.86062,17891.7671,27582.57562,27132.71474,24656.60124,24656.60124,17669.04051,18751.88263
14994.68213,14972.86828,26353.933,26976.45006,25775.61309,25775.61309,17795.31944,19647.97544
19683.57355,19572.04829,24692.12184,24951.43519,32114.96133,32114.96133,17462.41507,18388.23549
26109.55534,26051.15593,24029.4804,23939.73198,34287.51344,34287.51344,17456.26351,18262.42487
20431.27256,20193.67104,20577.07866,20438.29596,34000.72863,34000.72863,14613.99822,15683.97774
17700.81057,17533.13769,27947.70161,28683.12581,29899.69006,29899.69006,19100.02491,19282.74466
17631.78149,18053.7135,23136.79376,23747.15891,29476.26754,29476.26754,19650.26783,19279.53405
18198.07001,18291.13682,26767.19886,26307.95126,31508.6302,31508.6302,20392.02153,20633.30318
24215.3533,23811.09481,21719.42932,22474.47599,44817.00889,44817.00889,19941.64615,19353.58567
24286.55092,23756.23782,21115.39467,21957.8867,45622.0052,45622.0052,16692.34718,16794.65973
23273.55981,22517.5247,24194.10399,24827.7357,48772.83307,48772.83307,17553.33912,18090.06791
23116.04375,22724.88883,21063.79933,21670.47338,45976.66838,45976.66838,15294.85374,15017.6348
23876.47036,23685.03543,21191.07494,21704.12501,33171.12899,33171.129,15447.36295,15493.9879
22942.31632,22994.01968,21865.25634,22903.56953,33558.71417,33558.71417,18301.52017,17829.86362
24188.3994,24237.86121,26545.78788,26236.48604,38892.43367,38892.43367,19355.31449,19691.86775
21223.1752,21943.50598,21468.58686,22526.78705,36929.44311,36929.44311,17049.21865,16810.26794
22116.0984,21738.60541,21997.22232,22423.22214,41162.69491,41162.69491,14088.94523,14528.31442
20755.70737,20347.0464,23683.29097,24054.20281,42793.53005,42793.53005,13771.79462,14835.81848
24404.68189,24384.48508,23683.92601,23417.43504,43299.65541,43299.65541,18234.61833,17706.74292
24537.02784,25171.56597,20539.04694,20850.87117,41390.89077,41390.89077,15005.2963,15508.24071
20256.22517,20219.46155,20926.04984,22228.98488,39994.92255,39994.92256,17168.93562,17128.36247
22146.46977,21706.71086,24115.3648,24437.39269,39326.34646,39326.34646,15147.03564,15164.91758
19612.55202,19233.37087,20396.42786,20708.21023,29085.8679,29085.8679,13212.15087,13679.14833
18611.2174,18425.72505,20555.44246,21338.21728,29923.94159,29923.94159,13926.4804,14379.25203
18509.16907,18657.89396,25001.39841,25447.43038,29783.28807,29783.28807,18901.13053,18950.2181
18467.59586,18452.66785,23637.51294,23755.44418,26018.85354,26018.85354,17823.471,18103.33578
17439.55054,16719.89381,21262.77559,21594.57541,21378.12917,21378.12917,18993.07651,17791.15328
16799.12055,16751.78522,23649.04934,24243.42321,25135.69795,25135.69795,19287.47633,18239.6564
16625.55528,16357.55821,24320.14247,24791.67994,22116.94351,22116.94351,18586.04218,19112.97843
20946.40488,21496.23397,23460.91162,24020.17213,26663.01582,26663.01582,17537.37356,17223.28975
15277.20182,14970.05566,21961.4762,22328.21173,19180.44406,19180.44406,15951.83354,16101.42652
14317.79208,14098.1149,21525.32025,22383.22873,21468.00894,21468.00894,14916.51239,14844.5454
25175.57747,25105.75716,19874.08864,20582.20278,22939.55997,22939.55997,15616.78938,15981.78228
20599.936,20380.35268,27135.19475,28086.05639,21716.70639,21716.70639,21498.35319,21217.10232
18514.13663,17905.34471,28172.09544,29186.53412,22907.90145,22907.90145,20949.01774,20911.05381
19082.64607,19120.68862,24425.13684,26124.31454,27862.07661,27862.07661,20170.14268,20884.89843
19761.59891,19818.88945,23712.81615,24836.99095,37232.73025,37232.73025,17960.22331,18621.26321
21348.96664,21022.13067,27335.32542,28939.02726,31925.21545,31925.21545,20046.59207,20553.86213
18635.88945,18253.51765,30697.05432,31568.54096,37246.02569,37246.02569,17916.74783,17821.06226
19922.96578,19964.14737,20777.99894,22088.17012,37160.35144,37160.35144,12974.86653,13462.70456
18075.68843,18268.12472,23939.4498,24966.16249,35591.00881,35591.00881,17459.65946,17070.5898
22733.16159,21910.09824,27432.65982,27862.04985,34559.47448,34559.47448,18311.87027,19219.44689
21359.24425,20564.91983,26375.93996,27172.84331,29230.16505,29230.16505,25360.42699,24452.65115
20757.60988,20633.73945,26684.49303,28207.83897,37660.10575,37660.10575,18514.45041,18438.31951
16824.17341,16807.05981,27488.62465,28435.88882,36119.22364,36119.22364,19631.63318,20112.75039
18327.65677,18439.81823,21053.27578,22266.18512,41193.1994,41193.1994,15195.26873,15548.47569
16491.11019,16451.9677,25640.74557,26793.53122,35733.68216,35733.68216,18978.68692,18474.00618
24695.5544,24896.14079,27817.27291,30293.75428,40156.30223,40156.30223,16557.61771,17390.4671
18724.24606,18682.11055,26501.37772,28842.43431,38587.99719,38587.99719,18305.22918,18341.74022
19294.15289,19382.29504,29860.69039,32181.22615,38479.07842,38479.07842,20580.90157,20501.62312
19589.24088,19702.53573,30566.55313,30931.08256,38428.33955,38428.33955,19860.2532,21235.4423
23037.27717,22985.60268,31122.93279,32402.51819,41229.11735,41229.11735,22099.42561,23061.51546
18711.00278,18602.47855,28706.54646,29919.74214,41318.1976,41318.1976,23714.95436,23748.7914
19326.25882,19396.51837,26649.89817,28089.01728,34760.21496,34760.21497,19009.89634,18888.00324
19305.84814,18676.26148,25307.51102,27119.88599,25589.51319,25589.51319,18377.43855,18989.9301
20120.0683,19973.50556,29627.20768,31461.58278,31846.40288,31846.40288,20536.24851,20536.02656
17821.1481,17745.21066,29384.67407,29884.89846,20192.7015,20192.7015,19099.76866,19408.17979
16947.29079,16288.72316,30307.35695,31906.42459,34400.2203,34400.2203,21761.46691,21735.14054
16309.74292,15725.50019,30561.95827,32776.12322,34424.46426,34424.46426,25135.11011,24352.87483
21389.8281,21555.33271,25693.56828,27588.31761,26633.86563,26633.86563,16923.29887,16973.12889
18092.18844,17637.9527,29858.75388,31830.01628,23431.46747,23431.46747,17893.14382,18282.17067
14873.15601,14548.48264,27049.26085,29653.13447,29449.30188,29449.30188,16894.34916,18144.18003
19757.81083,19409.18397,30605.99419,33895.82848,37390.50787,37390.50787,18797.87526,20789.13151
26431.30854,26195.54934,25133.3728,25415.41656,38442.06681,38442.06681,20071.68944,20036.71941
20571.44466,20189.94907,24787.33447,25522.96239,35235.80002,35235.80002,18127.7508,18444.95995
17678.6049,17629.72036,20882.20178,21647.83876,31112.2926,31112.2926,14744.35047,16769.22614
17995.74661,17722.13153,24911.10106,25783.40212,35191.13388,35191.13388,17291.18559,17542.56154
18295.99293,18368.93665,24977.64007,25320.07647,33276.1951,33276.19511,23857.55215,22297.84911
23245.8934,23925.5621,21687.75659,22767.76485,52924.8354,52924.8354,24435.44883,23147.24738
24312.42637,24308.96428,25643.31677,26369.7792,55142.77558,55142.77558,20428.80977,19388.2493
23618.94452,23609.49215,24330.24127,24849.57655,53703.25456,53703.25456,16465.85952,18117.39565
23122.57855,22543.79282,27890.80385,27832.11844,52184.60902,52184.60902,20208.43826,21269.95657
24483.84813,24060.00225,28136.49333,28760.17421,34311.04467,34311.04467,19923.76488,20360.38843
22445.87638,22423.47212,27668.1489,27846.87597,32645.44325,32645.44325,19777.20914,20632.73659
23808.94671,23545.28376,22331.26488,23490.2327,38544.49316,38544.49316,16499.14638,17435.72712
22088.57325,21294.28102,25426.78892,25708.59703,37233.75071,37233.75071,18259.74541,17607.02088
22066.74316,21793.95009,25990.37113,26128.14878,40311.87535,40311.87535,16398.04861,18121.99414
20476.31157,20673.20905,23026.76582,23483.21441,40829.03302,40829.03302,16917.21761,17854.13766
24429.22543,24911.65063,21870.74751,22720.99697,41675.03793,41675.03793,16174.35742,16754.67487
25273.45157,24915.72383,28399.45689,28130.39075,40501.52449,40501.52449,19373.28056,20430.12315
19793.92768,20270.37936,24985.32094,25745.41107,36122.84457,36122.84457,17901.29506,18667.2641
21626.41612,22022.34924,25876.45815,26851.7498,36494.29838,36494.29838,20882.96003,21836.72047
18733.60167,19047.13405,22335.10324,23307.52259,26362.31431,26362.31431,15593.17046,15573.72148
17802.54147,18077.64233,24458.99372,27058.8545,29092.11101,29092.11101,19029.67655,20726.76348
18247.64559,18489.4119,22604.70511,22989.30726,28983.16837,28983.16837,16801.87562,17381.65923
19438.43912,18783.65914,23758.67766,25042.7433,24413.71916,24413.71916,17413.80706,17808.57057
17643.62955,17369.91546,23452.47219,24470.73121,19061.11969,19061.11969,18686.7141,18311.8858
16802.30081,16519.07352,27321.06263,27542.56959,24002.8986,24002.8986,19386.51227,20072.53342
16098.02655,16065.75451,20603.12013,21489.98598,20614.71113,20614.71113,16525.69407,17005.83886
20926.5423,21059.92134,27018.93913,27646.55549,23893.52719,23893.52719,23932.26463,23600.715
15349.66347,15212.35878,26539.9932,26684.93556,20062.32562,20062.32562,19898.35687,19788.19821
14110.15858,14050.5947,26939.03346,27381.7411,21975.92944,21975.92944,17982.14106,17934.75195
25009.25567,24996.28541,24915.17372,25216.29914,23329.32761,23329.32761,21100.97615,20878.55116
20847.58884,20840.81141,24735.36508,26359.09872,22308.904,22308.904,17053.16816,18979.91397
17826.1378,18234.41187,19263.49472,20319.38882,22587.72445,22587.72445,16478.23356,17078.85327
18801.84935,18723.34552,18057.33092,20023.33679,24913.67914,24913.67914,14937.22853,15275.70267
18383.0948,18667.31557,20645.44333,21836.09364,34268.23264,34268.23264,16741.85672,16938.52172
20961.96953,20938.88228,20893.40893,22261.3958,29754.44066,29754.44067,17583.31901,17896.50176
18439.87161,18565.38898,20531.65095,22517.33878,35486.3452,35486.34521,15665.56696,16038.88083
19214.53315,19094.55472,19343.93934,20591.65429,35408.51082,35408.51082,13986.06075,14436.00607
17377.73027,17489.70294,19438.85811,20262.64999,34265.21381,34265.21381,15574.77254,15896.77664
21740.90082,22085.60444,20662.74538,23284.81555,33619.84866,33619.84866,17846.35901,19558.45793
21427.03009,20874.69763,22861.82986,23623.9633,30292.40277,30292.40277,17064.84114,17153.11304
20851.92309,20424.12313,22269.58098,22690.76762,39912.72703,39912.72703,19135.18972,18599.18647
16551.40504,17056.37916,20321.20198,21005.45355,26075.34334,26075.34334,16495.60913,17123.93645
17599.84753,18035.55869,21316.69422,22153.14519,31598.44999,31598.45,15884.26563,16086.07676
15884.56438,16104.54721,22745.17263,22753.30101,26013.371,26013.371,17747.66048,18082.3629
25001.48942,26029.54014,20129.97982,21107.46592,28436.29562,28436.29562,18552.12334,18781.61006
17542.36217,17750.14555,23018.84044,24162.24454,20473.81727,20473.81727,17273.60785,16851.68443
18437.90804,18646.29988,21476.54151,22320.95732,24438.06288,24438.06288,18206.32951,18709.31807
19511.12971,19356.74979,21572.23609,22334.07041,27641.23823,27641.23823,14916.57978,15342.76045
22411.00865,22621.0875,23178.55159,24138.89688,31285.10521,31285.10521,16850.18484,17137.72139
18457.00611,18766.14361,22086.71921,24354.45634,33411.56008,33411.56008,15224.76965,15712.34391
19039.70894,19142.69892,26585.72233,27540.19516,32752.71282,32752.71282,23293.37433,24324.44919
18692.66318,18622.82274,24438.31461,24721.59452,25819.20033,25819.20033,19546.45398,19325.12637
19517.7155,19843.36068,23862.50085,25297.8148,30128.6552,30128.6552,20527.85259,20512.74794
17290.80125,17534.26309,22886.93862,24008.2246,12174.32863,12174.32863,21974.76198,21062.07587
16038.08046,15970.47878,23715.92145,24062.32762,26183.88995,26183.88996,21566.49667,20938.59504
15287.6428,15186.12825,27137.61278,27181.53222,26315.92756,26315.92756,25926.65442,23810.05637
22901.30536,23339.62541,27727.8005,29437.82078,18837.81609,18837.81609,19633.13687,19393.70625
17522.20395,17781.16642,23306.0078,26543.5781,21954.35058,21954.35058,15831.69426,18362.24834
14679.76543,15104.20513,21341.72267,22494.3959,28162.55484,28162.55484,18233.02868,18162.99081
17820.65189,18200.97595,18938.71398,20764.52974,30845.73871,30845.73871,16708.308,16820.75436
25596.48908,25878.26128,21406.35143,22363.49224,31776.02181,31776.02181,15587.33139,15757.0754
20405.20214,20533.92738,23861.82001,25103.73771,31169.90445,31169.90445,16132.67051,16699.48757
17613.15284,17857.17769,19727.04013,21323.26248,26647.38191,26647.38191,14761.85564,15982.35777
17616.64608,17917.70366,19977.7301,21422.58292,26988.07253,26988.07253,15741.8563,16536.15337
17474.73884,17880.8798,22350.73407,23616.60095,29639.14344,29639.14344,18227.95193,17623.84871
23607.27358,24218.55775,22289.30913,26075.22282,45905.95798,45905.95798,21254.79541,21612.96867
24666.87728,24893.80447,19233.16786,19949.19599,46242.49626,46242.49626,13789.68641,14328.88362
24019.30645,24050.67363,21859.82308,22626.50607,47927.29287,47927.29287,15487.94224,15995.25924
22576.96086,22585.24488,19138.16237,20173.22616,45572.17643,45572.17643,15852.24307,16977.96612
25247.54816,24946.33458,19619.67986,20571.51777,38172.88241,38172.88241,13883.75244,14148.34548
23876.65857,23276.26958,30483.84538,30351.34078,37320.1151,37320.1151,20274.0913,20816.56082
24298.12462,24359.65337,26213.05342,27397.32592,35238.14641,35238.14641,20444.23252,20904.61959
21163.28945,21139.00817,27782.68386,28167.29763,36490.51867,36490.51867,21287.33041,22619.37615
20871.56659,20697.37835,28789.25117,28444.99512,38954.50031,38954.50031,19725.46557,19048.00876
19954.64219,19832.8209,27981.59205,28071.10631,35555.07701,35555.07701,18582.05749,18621.98518
23690.386,23628.73166,32912.62608,32312.82393,33655.54585,33655.54585,16569.82608,17893.74316
24413.45879,25249.92685,30437.14742,30756.14871,32143.34871,32143.34871,23295.13484,23956.90172
18634.7561,18563.18916,29857.47845,29644.04398,25452.28461,25452.28461,22961.08806,22232.44219
20539.42683,20406.97556,27692.29173,28433.27143,25607.14226,25607.14227,19968.12419,20382.62863
17901.79727,17524.57311,27451.95842,28205.04483,26916.17117,26916.17117,17653.68029,18109.58772
17330.74494,17102.7773,28703.22799,29497.39692,29155.4712,29155.4712,19216.05314,19885.63133
17851.15902,17732.35382,27949.79816,27502.75839,31449.92823,31449.92823,20219.71475,19919.27639
21056.5278,21238.81186,29401.21019,31247.07195,19123.03903,19123.03903,18319.94281,19957.34504
18314.70774,18173.27511,20311.6642,20975.15373,17345.11934,17345.11934,16070.79135,15916.93745
16194.26078,16208.05039,20515.25414,21841.70646,23823.15218,23823.15218,17573.81496,18183.78837
15814.4773,15817.47403,23343.00103,24038.11196,22096.2005,22096.2005,14853.55499,15758.50556
22939.71851,22606.12295,21659.8893,22287.63567,24557.36173,24557.36173,18346.42039,17982.38431
15634.21747,15021.09997,19026.25669,19795.87154,21316.43045,21316.43045,15406.08407,15692.1802
15068.408,14679.16705,20216.42109,23044.09785,22793.90353,22793.90353,17619.62012,18331.14871
24668.27814,24629.20119,28747.06322,29151.7957,20063.08903,20063.08903,19536.39439,19368.09378
20822.04432,20200.24486,29716.30055,30152.61231,21979.52821,21979.52821,22284.49269,21348.65417
